DC080,DC082,FB026,FB054,FB057,FB103,FB109,FB112,FB113,FB128,FB134,FB144,FB164,FB173,FB187,FB188,FB199,FB200,FB217,FB219,FB244,FB259,FB262,FB294,FB306,FB331,FB340,FB418,FB427,FB443
0.8933941200455904,0.7467611113663887,0.8444728455654957,0.9043979665392882,0.8377039431963803,0.5597461559746152,0.8391945517583654,0.7972710594542116,0.7791186674711998,0.8241048384366934,0.0,0.7459672618950889,0.7177609435521888,0.78675846801377,0.9998528999264499,0.9999840999928451,0.7393306739330668,0.9998528999632249,0.8999305599722242,0.9755102951020592,0.9516017927402686,0.9356651806995543,0.8060232612046524,0.7874309574861917,0.7958527285484552,0.9748464886809198,0.7760104552020914,0.7041555260388813,0.699958109987433,0.7593356639003498
0.7029473108841936,0.6234916376508364,0.8595032140496787,0.8392052160794786,0.9134151086584891,0.8546537508711869,0.6788197481770382,0.828467242883189,0.7092105563815831,0.8737319126268083,0.7459672618950889,0.0,0.774753356311661,0.8101639569508129,0.9992356999617851,0.9990583,0.5891100438114847,0.9879025024194995,0.8548143072592846,0.8466276383430903,0.7533291740012477,0.7110165433475186,0.7329201667699584,0.8387227403193149,0.7924753207524676,0.9445848000000001,0.7327379668155085,0.7837132432573514,0.7470009379498597,0.797980560605832
0.8719735551907442,0.8270422086478895,0.9467713026614348,0.8789430060528491,0.9318884034055797,0.8441022467693262,0.7744947225505279,0.5132119973576007,0.8046439609287919,0.9380643030967849,0.7177609435521888,0.774753356311661,0.0,0.8502096374475909,0.9989776998977701,0.9988929999446501,0.7542356737292979,0.9914127012880949,0.8794146999999995,0.8992505201498954,0.8782200304449922,0.8936738106326189,0.6049331790133644,0.7986195402760917,0.7205736139713192,0.9200840960042048,0.7256741548651692,0.7199215420117685,0.670515432948457,0.9028688242827941
0.8334825500447649,0.6845294315470564,0.8495169150483085,0.9522821047717899,0.9486762051323793,0.8503849523652667,0.841707023743946,0.8863790284052425,0.7692757653913641,0.8792578120742189,0.78675846801377,0.8101639569508129,0.8502096374475909,0.0,0.999855699992785,0.9999841,0.5826879460592184,0.99935170012966,0.9195109040244549,0.934273516431621,0.9453579163926256,0.9456602081509687,0.822076144480964,0.7767583558104112,0.6308165369183463,0.9463465,0.7993271501682125,0.8111589377682127,0.8127527280870908,0.6805410958376708
0.9853982905088888,0.9933555983388994,1.0,0.9962114990528748,1.0,1.0,0.9997560999512198,0.9955432995543299,1.0,0.873702068425517,0.9998528999264499,0.9992356999617851,0.9989776998977701,0.999855699992785,0.0,0.41260289441101317,0.9993917999999999,0.648958847343827,1.0,0.9520873952087395,0.9229450961472548,0.9873546974709394,1.0,1.0,0.9989976997494249,1.0,0.9962047996204798,0.9522149928322491,0.9878682975736593,1.0
0.9853096911858147,0.9932669986533997,1.0,0.9961226992245398,1.0,1.0,0.999568299935245,0.99597659979883,0.9995841998128899,0.8741351748270351,0.9999840999928451,0.9990583,0.9988929999446501,0.9999841,0.41260289441101317,0.0,0.9995386000230699,0.6199720619972057,0.9999111999778001,0.9519985975999299,0.9228563,0.9870650980597646,0.99991139999557,1.0,0.9989090997818199,1.0,0.9957889997894501,0.9522149952214994,0.9878313981747098,1.0
0.8292113573028396,0.6319523552071465,0.9022935146559727,0.9419915087012739,0.9408699088695134,0.8330899667640133,0.7638806472238703,0.809945157016453,0.7514747751474774,0.875761218635817,0.7393306739330668,0.5891100438114847,0.7542356737292979,0.5826879460592184,0.9993917999999999,0.9995386000230699,0.0,0.9905610023597494,0.882249911775009,0.879762436071269,0.9182345286179144,0.9382600123479975,0.7181061845681447,0.7961690611492821,0.6138239579264066,0.9497920025103996,0.5267882419635279,0.753082661729335,0.7151100569779886,0.7178115987659408
0.9853982941593178,0.9933556,1.0,0.9962115,1.0,0.9999385000153751,0.9997561000121948,0.964453105332034,1.0,0.8725780999999999,0.9998528999632249,0.9879025024194995,0.9914127012880949,0.99935170012966,0.648958847343827,0.6199720619972057,0.9905610023597494,0.0,1.0,0.952087407186889,0.9222650155469969,0.987354700632265,1.0,1.0,0.9954434000000001,1.0,0.9868525019721247,0.8722514127748587,0.9244260037786998,1.0
0.9000568450312647,0.8749211812381774,0.9595030939254641,0.7739592660938904,0.9813015971952395,0.7314860268513974,0.7773260777326081,0.8823887000000005,0.8383080353232139,0.9294426894164032,0.8999305599722242,0.8548143072592846,0.8794146999999995,0.9195109040244549,1.0,0.9999111999778001,0.882249911775009,1.0,0.0,0.8920793999999999,0.7634338118283095,0.8152442815244277,0.8551037999999999,0.6802274000000003,0.7930496689574501,0.9789859947464986,0.9101673000000002,0.8939563946978203,0.8696523869652388,0.7308637134568142
0.9242739734958909,0.9318373034081346,0.9590901020454949,0.9338726033063702,0.998287700085615,0.9041830287450916,0.8303496169650387,0.9156598168680364,0.9253130850626164,0.9585858020707095,0.9755102951020592,0.8466276383430903,0.8992505201498954,0.934273516431621,0.9520873952087395,0.9519985975999299,0.879762436071269,0.952087407186889,0.8920793999999999,0.0,0.8264762433809391,0.915552208444779,0.8628775274244941,0.8911105217778955,0.8339335083033247,0.9668409983420501,0.910035617992876,0.9044995143250728,0.8738710126128988,0.9266294183426456
0.6682972004891606,0.8422859157714082,0.9809706019029398,0.6694483330551668,0.9990730000927,0.9163908292632091,0.7600721359891798,0.9206525198368699,0.7651864647779694,0.8642441135755888,0.9516017927402686,0.7533291740012477,0.8782200304449922,0.9453579163926256,0.9229450961472548,0.9228563,0.9182345286179144,0.9222650155469969,0.7634338118283095,0.8264762433809391,0.0,0.48363277745508326,0.7469675632581096,0.7886135528466115,0.7931411206858879,0.9766717,0.9363719159070213,0.873470625305875,0.8990165151475225,0.767844269646719
0.5244566860055092,0.7980130899006541,0.98357899917895,0.7373142868657149,0.995100899755045,0.850656629868674,0.8259683000000002,0.917727608227239,0.7829249348774803,0.9140075957003795,0.9356651806995543,0.7110165433475186,0.8936738106326189,0.9456602081509687,0.9873546974709394,0.9870650980597646,0.9382600123479975,0.987354700632265,0.8152442815244277,0.915552208444779,0.48363277745508326,0.0,0.7005621299437871,0.8774743122525689,0.8022756901137843,0.9945239991785999,0.9504015049598492,0.9373809031309552,0.9339762000000001,0.8286662257000662
0.6888053910818874,0.7253119137344042,0.9120794043960299,0.8657516067124197,1.0,0.8489111453266563,0.7222150277784972,0.847711030457794,0.7671575534315105,0.8077810096109493,0.8060232612046524,0.7329201667699584,0.6049331790133644,0.822076144480964,1.0,0.99991139999557,0.7181061845681447,1.0,0.8551037999999999,0.8628775274244941,0.7469675632581096,0.7005621299437871,0.0,0.7079062584187482,0.5439483228025841,0.9517518975875952,0.719407356118529,0.8034698294795253,0.767008323299168,0.7909912522521867
0.8258568390498932,0.8020670098966494,0.9692294015385298,0.7747804112609794,0.9979537001023149,0.7377707786687663,0.7436342256365773,0.878251724349655,0.7052262410452474,0.8687855065607245,0.7874309574861917,0.8387227403193149,0.7986195402760917,0.7767583558104112,1.0,1.0,0.7961690611492821,1.0,0.6802274000000003,0.8911105217778955,0.7886135528466115,0.8774743122525689,0.7079062584187482,0.0,0.7373560131321992,0.9840019992000999,0.7687702462459508,0.8100654284901858,0.7936929206307082,0.4223858444035389
0.8053041026520515,0.6559292655929272,0.8691399869139985,0.8639297863929782,0.9753569975356998,0.7811626328256054,0.7264167863208393,0.7299875135006245,0.7747827211739523,0.8688905868890586,0.7958527285484552,0.7924753207524676,0.7205736139713192,0.6308165369183463,0.9989976997494249,0.9989090997818199,0.6138239579264066,0.9954434000000001,0.7930496689574501,0.8339335083033247,0.7931411206858879,0.8022756901137843,0.5439483228025841,0.7373560131321992,0.0,0.9298769859753974,0.7145391142730446,0.8318130000000005,0.7955091897754596,0.7412914258708573
0.9852150911290547,0.9721786944357389,0.9788040957608193,0.9896070979214197,0.9940276988055398,0.9854284007285801,0.9464932919739941,0.8747915937395797,0.9713612871125794,0.9790539958107992,0.9748464886809198,0.9445848000000001,0.9200840960042048,0.9463465,1.0,1.0,0.9497920025103996,1.0,0.9789859947464986,0.9668409983420501,0.9766717,0.9945239991785999,0.9517518975875952,0.9840019992000999,0.9298769859753974,0.0,0.96854759842738,0.9395126939512696,0.9090318863547833,0.9804375000000002
0.8009080303178108,0.7481939125903045,0.9465948026702599,0.9661536016923199,0.9834432008278399,0.8608128417561477,0.8067917193208286,0.8339647332070537,0.7941126588225319,0.8940155052992246,0.7760104552020914,0.7327379668155085,0.7256741548651692,0.7993271501682125,0.9962047996204798,0.9957889997894501,0.5267882419635279,0.9868525019721247,0.9101673000000002,0.910035617992876,0.9363719159070213,0.9504015049598492,0.719407356118529,0.7687702462459508,0.7145391142730446,0.96854759842738,0.0,0.7728028340795753,0.757660024233998,0.8849021287744677
0.8872637549055024,0.7816194999999997,0.7535143999999997,0.932461,0.6865241999999999,0.8441612389596902,0.7913481104325945,0.7992227301165903,0.8073335518333877,0.8415478999999996,0.7041555260388813,0.7837132432573514,0.7199215420117685,0.8111589377682127,0.9522149928322491,0.9522149952214994,0.753082661729335,0.8722514127748587,0.8939563946978203,0.9044995143250728,0.873470625305875,0.9373809031309552,0.8034698294795253,0.8100654284901858,0.8318130000000005,0.9395126939512696,0.7728028340795753,0.0,0.20302973984851302,0.8984348203130358
0.8875890494150722,0.7601449880072497,0.8254117912705896,0.927493296374665,0.7510845875542295,0.8342567331486529,0.7631419999999997,0.7467309253269077,0.8086294425888322,0.8801105940055295,0.699958109987433,0.7470009379498597,0.670515432948457,0.8127527280870908,0.9878682975736593,0.9878313981747098,0.7151100569779886,0.9244260037786998,0.8696523869652388,0.8738710126128988,0.8990165151475225,0.9339762000000001,0.767008323299168,0.7936929206307082,0.7955091897754596,0.9090318863547833,0.757660024233998,0.20302973984851302,0.0,0.8888484166727376
0.7752706325811901,0.7313266268673374,0.9655112034488799,0.7660151233984871,0.9943171005682897,0.7150147997448202,0.8003974299403858,0.9181494204626449,0.7400246610036988,0.8317674168232584,0.7593356639003498,0.797980560605832,0.9028688242827941,0.6805410958376708,1.0,1.0,0.7178115987659408,1.0,0.7308637134568142,0.9266294183426456,0.767844269646719,0.8286662257000662,0.7909912522521867,0.4223858444035389,0.7412914258708573,0.9804375000000002,0.8849021287744677,0.8984348203130358,0.8888484166727376,0.0
