Sample ID,Alpha Diversity (Shannon Index)
DC004,2.8346244787099475
DC008,2.995648370672038
DC009,3.010167758384006
DC010,3.29715905546874
DC077,3.6513416585570457
DC079,3.5265073134188336
DC087,2.693590536790078
DC099,3.110932420907263
FB009,3.1950612772854554
FB026,1.7029435708933305
FB040,2.2395289017297366
FB043,2.931556615322785
FB049,3.3338381768282477
FB061,1.8920934662611504
FB062,0.8220181629482923
FB063,2.4349628304778714
FB164,2.9330633655331546
FB199,3.4653132635462014
FB237,3.468813340055293
FB262,2.7726654768064534
FB290,3.0805380423344007
FB306,3.425544480220416
FB345,3.724333153759728
FB347,2.6741274466206795
FB376,3.2373981179922557
FB383,3.7547887263094992
FB385,3.1495198885333235
FB389,3.4280801097508693
FB441,3.891148977624713
FB446,3.303342416068152
