DC020,DC054,DC061,DC086,FB003,FB053,FB057,FB158,FB167,FB180,FB223,FB240,FB246,FB277,FB280,FB300,FB318,FB321,FB325,FB341,FB370,FB371,FB385,FB404,FB408,FB412,FB414,FB422,FB438,FB444
0.0,0.8826067293483174,0.9384753999999998,0.9097758135336281,0.7906374000000003,0.98131960093402,0.9920921999999999,0.8738558063072095,0.7786472442705509,0.8679851198022323,0.8397932839793284,0.8678210801731622,0.8372614162738585,0.8107087716063156,0.8404657159534284,0.9137301172539765,0.9142758171448365,0.7749167337624903,0.9311803206459038,0.9135236956761844,0.9842750007862501,0.6879509999999996,0.8438543921927192,0.8643171067841448,0.8923508215298355,0.875088818736677,0.7170825424376184,0.9199919080008091,0.8369976999999997,0.8665933866593384
0.8826067293483174,0.0,0.7042891443566285,0.9291844212446737,0.7894678315798254,0.8815693236861353,0.9780061032990844,0.8087176382564727,0.851905551833057,0.7755316673404997,0.8445219077739049,0.8230802999999998,0.8486306378423405,0.6707046,0.8072952481761877,0.8561446503493725,0.860869748695588,0.7700569689829095,0.8282770772753151,0.7595762240423779,0.9115022176995564,0.7989748301537755,0.8019983198001681,0.8303431339313734,0.8069212675775564,0.7488167753549677,0.6384713084586071,0.7984010503997377,0.7949661307550804,0.8614395069280246
0.9384753999999998,0.7042891443566285,0.0,0.9493983025300848,0.7576647757664772,0.983398699169935,1.0,0.8728443936422196,0.9424200057579993,0.9206726039663697,0.9205969841193968,0.8940573735143433,0.9312993999999996,0.9251264812816207,0.9197856999999997,0.909908509009149,0.9265931073406892,0.8301696084915194,0.9326855134628972,0.8829967824495176,0.9627159981358,0.901203090120309,0.8902754835413228,0.8929607946480392,0.8587106141289387,0.8547151072642452,0.9066443046677849,0.9321383000000002,0.8742959874295985,0.9163603832720764
0.9097758135336281,0.9291844212446737,0.9493983025300848,0.0,0.8825713058714347,1.0,0.8760048061997594,0.8505620149437987,0.8027467493133125,0.8499269300146136,0.8399012919950649,0.8057624805762479,0.8301674254748862,0.7679782767978274,0.8160366275945059,0.9434636141340966,0.9489469127632718,0.7174774565045084,0.8358305574593046,0.9231646999999998,1.0,0.9019450049027496,0.7863420999999999,0.7640363235963679,0.9056401235899689,0.8747010250597945,0.8090404381919123,0.7992558301116256,0.7892772105361391,0.8303439915171995
0.7906374000000003,0.7894678315798254,0.7576647757664772,0.8825713058714347,0.0,0.9421787971089398,1.0,0.7251510862575543,0.7183467281653273,0.7792752110362398,0.8197758639551729,0.8951711737927933,0.8126434999999997,0.7735023433755862,0.8116456000000001,0.9015174098482592,0.7525281247471873,0.7335156133242194,0.9492575101484981,0.900523685078553,0.9822579991128999,0.8997925899792588,0.7225387583808137,0.8306703915335196,0.9146592085340792,0.8728455063577244,0.7167112141644388,0.9398279000000002,0.8679142867914286,0.8647687729537543
0.98131960093402,0.8815693236861353,0.983398699169935,1.0,0.9421787971089398,0.0,1.0,0.9536557000000001,1.0,0.9309516069048396,0.8992749848912479,0.9867729973545994,1.0,0.8764050752810151,1.0,0.9824675026298747,0.9369311094603336,0.9640719035928094,0.9965664008583999,0.9982904998290499,1.0,1.0,1.0,0.9825638,1.0,1.0,0.9053523094647686,0.998681500065925,0.980660899033045,0.9845564976834745
0.9920921999999999,0.9780061032990844,1.0,0.8760048061997594,1.0,1.0,0.0,0.959266697963335,0.9818783018121702,0.9978468001076602,0.9852440970488194,0.9081241770310443,0.9801480000000001,0.9601435900358977,0.9610051,0.9865998013400198,0.9872214012778598,0.9683080015845998,0.8433185313362935,0.8943859841578979,1.0,0.9500083950008396,0.9852010977801645,0.94356219717811,0.7920884207911578,0.8027780098611,0.9242746037862699,0.7688095000000004,0.9683836968383696,0.9915506983101398
0.8738558063072095,0.8087176382564727,0.8728443936422196,0.8505620149437987,0.7251510862575543,0.9536557000000001,0.959266697963335,0.0,0.8318548252217765,0.7303230269676975,0.7478672621800895,0.805898261179652,0.7626259118687047,0.7149394429878886,0.7767598111620095,0.7707560343865952,0.6491424526286323,0.6612094338790566,0.7751004562248855,0.8548812854881289,0.9518123000000001,0.8316761915838096,0.7547928754792874,0.7198427000000003,0.865086320237052,0.8300480169951981,0.698352430164757,0.7509402124529894,0.6828980841449044,0.7958463693769555
0.7786472442705509,0.851905551833057,0.9424200057579993,0.8027467493133125,0.7183467281653273,1.0,0.9818783018121702,0.8318548252217765,0.0,0.771999157000211,0.8346688000000001,0.86019339300967,0.7677830464433907,0.6751785837589289,0.6884289623142074,0.9069174279247716,0.8963155311053407,0.758380060404985,0.93638342544663,0.8964241051787949,1.0,0.8803638119636192,0.7644973117751345,0.8226943265958514,0.9176574247027723,0.8802251299437175,0.6826324793418796,0.9184695163060967,0.8042824195717576,0.8087343999999999
0.8679851198022323,0.7755316673404997,0.9206726039663697,0.8499269300146136,0.7792752110362398,0.9309516069048396,0.9978468001076602,0.7303230269676975,0.771999157000211,0.0,0.7597268879863441,0.7770631777063179,0.7631954355206845,0.6811940681194071,0.7341078398838242,0.8610875347281164,0.796706550823362,0.7252223549555291,0.8926773375629319,0.9252487000000003,0.9266411073358892,0.8905793054710348,0.7823524999999999,0.7549684245031575,0.9276604180848957,0.9132607173478567,0.7372401525519695,0.8495397225690416,0.7821833108908343,0.7749422887471143
