DC054,DC055,DC056,DC058,DC064,DC080,DC081,DC083,FB003,FB031,FB072,FB082,FB091,FB094,FB110,FB111,FB150,FB176,FB180,FB185,FB190,FB225,FB275,FB277,FB290,FB314,FB325,FB355,FB414,FB444
0.0,0.49711530057694014,0.8305259762633108,0.4836887290778179,0.47956923010769265,0.7561151390287848,0.7641835589541102,0.7782809110859543,0.7894678315798254,0.8490913150908685,0.9111245088875488,0.907135009286499,0.796029220397078,0.9988233002353399,0.8399840080007996,0.8913063054346847,0.8204785448803636,0.7981769201823076,0.7755316673404997,0.99963020005547,0.792632720736728,0.8372037569786848,0.7515863999999994,0.6707046,0.6220452322841683,0.743544564113859,0.8282770772753151,0.8063296484175876,0.6384713084586071,0.8614395069280246
0.49711530057694014,0.0,0.8271664432083891,0.3469674326516285,0.5880840205957992,0.8540186343083854,0.7957193102140345,0.8020301703045252,0.8239862911993147,0.8652849865284987,0.8688635868863591,0.9117998911799892,0.9523359952335998,0.9966313,0.8281522742228411,0.9311140896671138,0.7673549116322541,0.7653321765332176,0.8967159103284084,0.9991398999569951,0.7628915762891578,0.8129000280649951,0.8129592625918524,0.8371758674351735,0.7250426412436034,0.867794306610285,0.8077288480677881,0.7761109111944544,0.8040211195978879,0.8739737810960675
0.8305259762633108,0.8271664432083891,0.0,0.8074431577670524,0.850763844770846,0.76232715246543,0.6602205019338494,0.6663444333655565,0.8040239391952123,0.8750164187475368,0.8802177179673423,0.9305225104216235,0.9313075103038734,0.9632777091805728,0.7555728244427175,0.8798300120169987,0.7769570669128796,0.8874847168772921,0.7931203724078695,1.0,0.8669115199632719,0.9002996398801447,0.8534801073259947,0.8187919090604046,0.8153324738670108,0.8468580459425864,0.8465662767168617,0.798851760344472,0.7960590713793245,0.827311517268848
0.4836887290778179,0.3469674326516285,0.8074431577670524,0.0,0.5076338492366155,0.8791472516589011,0.8214201178579881,0.8278271827827183,0.7607246999999998,0.7923987896199389,0.8569049928452495,0.8913346945667349,0.9188355959417799,0.98733060063347,0.7890832789083273,0.8747207874720788,0.7217791278220869,0.7371569868578497,0.8331760250235964,0.9995574,0.6962000848100043,0.7449619510076092,0.7818179672726944,0.7308999596349937,0.6760834647833062,0.8319548168045182,0.7648252705524183,0.7361968263803175,0.7139980429002926,0.8473930847393077
0.47956923010769265,0.5880840205957992,0.850763844770846,0.5076338492366155,0.0,0.8209990283996108,0.7906087209391274,0.8165656816565674,0.6718868999999997,0.7639031881951591,0.8775893938794693,0.8884479944223993,0.8390047919502387,0.997665900116705,0.7950316795031676,0.9004282900428281,0.7988016201198372,0.8022017901100899,0.7565956365106544,0.9996302,0.8022715901135792,0.7793160441367903,0.7324906598735981,0.7518249627737434,0.6165214766957043,0.7743657225634275,0.7772300668309796,0.8049036195096378,0.6967130454930427,0.8262521826252178
0.7561151390287848,0.8540186343083854,0.76232715246543,0.8791472516589011,0.8209990283996108,0.0,0.27170580868232336,0.3271296962778177,0.7921178960589479,0.8745654310109874,0.9178181547999855,0.8700812285446761,0.6808422244632235,0.9891613951226278,0.8167471900483141,0.7272167363300418,0.8799595519838207,0.8944090419249728,0.7261182041413713,0.9853982926991462,0.877447732596253,0.88777736633321,0.7768262549370656,0.7004946053214937,0.6618667985600399,0.5972339388935758,0.9146928829385769,0.9120301648120659,0.6874831906191162,0.7820773692464215
0.7641835589541102,0.7957193102140345,0.6602205019338494,0.8214201178579881,0.7906087209391274,0.27170580868232336,0.0,0.23159182315918203,0.7931928000000003,0.8368886918444346,0.8398391919919596,0.8133171906658594,0.8199920909996044,0.9867892006605399,0.7899813789981383,0.8057668805766878,0.817845818215418,0.8439967921998393,0.7197289420406588,0.9773464999999999,0.8661575933078797,0.8519693296061339,0.7550049632507443,0.7175331576299737,0.6827983634403277,0.6364337363566259,0.8555797433260772,0.8444560155543985,0.6662294500655827,0.7501381750138173
0.7782809110859543,0.8020301703045252,0.6663444333655565,0.8278271827827183,0.8165656816565674,0.3271296962778177,0.23159182315918203,0.0,0.822906664581333,0.8379168594792148,0.8474228618557154,0.8289828572457141,0.8546040636510157,0.9918629987794498,0.8123865437159632,0.8642037592611275,0.8140694814069479,0.856229164057291,0.7753300887665043,0.9811461962292392,0.8578381644595411,0.8744645999999996,0.7907421267597443,0.7411494094022928,0.7123305000000003,0.6989039698903969,0.8644798135520184,0.8609116860911689,0.7205404860270238,0.7857158357147502
0.7894678315798254,0.8239862911993147,0.8040239391952123,0.7607246999999998,0.6718868999999997,0.7921178960589479,0.7931928000000003,0.822906664581333,0.0,0.7692453653868047,0.9178716876807531,0.9299465894919884,0.7447215617082343,0.9275305963765299,0.8445619689123934,0.782246456449291,0.8688948,0.8250728737609312,0.7792752110362398,0.99996369999637,0.8119219717882957,0.8728188127181187,0.8308756577189144,0.7735023433755862,0.7165906283409368,0.7342772000000001,0.9492575101484981,0.8987763,0.7167112141644388,0.8647687729537543
0.8490913150908685,0.8652849865284987,0.8750164187475368,0.7923987896199389,0.7639031881951591,0.8745654310109874,0.8368886918444346,0.8379168594792148,0.7692453653868047,0.0,0.8785824757164953,0.880079476015895,0.9577425915485183,0.9635223963522396,0.831143157785789,0.9440286860071715,0.7193651859682588,0.728078445615689,0.8405497999999997,0.999963699994555,0.8793293758658751,0.8121692093915394,0.8302495490748645,0.8846558653967594,0.6831717158414139,0.8203113910155695,0.8227371265894309,0.8779289938964497,0.8602373999999996,0.7233714308428572
0.9111245088875488,0.8688635868863591,0.8802177179673423,0.8569049928452495,0.8775893938794693,0.9178181547999855,0.8398391919919596,0.8474228618557154,0.9178716876807531,0.8785824757164953,0.0,0.5390814078162819,0.972740394548079,0.9850422985042296,0.8646268661567167,0.9558503889625973,0.8034311901715597,0.8507507701501535,0.8411067,0.9754968963245347,0.8619846723969345,0.8115015094249245,0.8431862529558763,0.8580892574267768,0.8349640082517994,0.83940119197006,0.8788296181755574,0.8476797923839895,0.8509904999999993,0.7853724463431113
0.907135009286499,0.9117998911799892,0.9305225104216235,0.8913346945667349,0.8884479944223993,0.8700812285446761,0.8133171906658594,0.8289828572457141,0.9299465894919884,0.880079476015895,0.5390814078162819,0.0,0.9426092885218575,0.9996896999689702,0.8852925713231424,0.8943742735935682,0.8799528939976451,0.8715097743019546,0.7700385,0.8988067848210177,0.8697611739522348,0.7343249132837539,0.7795844338753304,0.8523853557156067,0.8338048083097599,0.8186139909306996,0.8710730193390469,0.8327725916386296,0.8538374999999998,0.7615345403836348
0.796029220397078,0.9523359952335998,0.9313075103038734,0.9188355959417799,0.8390047919502387,0.6808422244632235,0.8199920909996044,0.8546040636510157,0.7447215617082343,0.9577425915485183,0.972740394548079,0.9426092885218575,0.0,0.9562091956209197,0.8480694620173653,0.6794399198599799,0.966087298304365,0.8579844715968943,0.8038388000000002,1.0,0.8340979668195933,0.8697413065129349,0.7618455285536584,0.711396213418864,0.687759815612009,0.6732106836605343,0.9818899027165148,0.98311439915572,0.6824077999999997,0.8382569595642395
0.9988233002353399,0.9966313,0.9632777091805728,0.98733060063347,0.997665900116705,0.9891613951226278,0.9867892006605399,0.9918629987794498,0.9275305963765299,0.9635223963522396,0.9850422985042296,0.9996896999689702,0.9562091956209197,0.0,0.957840293676044,0.7704315655647347,0.991631300418435,0.9533211953321196,0.8797549120245085,0.9966069998303501,0.9873376987337698,0.9731388040291795,0.9577361915472382,0.9115468823093765,0.9685138047229293,0.9274829036258548,0.9926079018480244,0.9803256009837199,0.9370421062957894,0.9718521957778292
0.8399840080007996,0.8281522742228411,0.7555728244427175,0.7890832789083273,0.7950316795031676,0.8167471900483141,0.7899813789981383,0.8123865437159632,0.8445619689123934,0.831143157785789,0.8646268661567167,0.8852925713231424,0.8480694620173653,0.957840293676044,0.0,0.8897452669235801,0.5415955541595551,0.8138869534717386,0.7426275871313797,1.0,0.8149635537408887,0.7564164,0.7010498953674628,0.6789197876219262,0.7395695999999998,0.7391799739179976,0.8346255165374483,0.7787054778705481,0.7362619868130994,0.7218529165558741
0.8913063054346847,0.9311140896671138,0.8798300120169987,0.8747207874720788,0.9004282900428281,0.7272167363300418,0.8057668805766878,0.8642037592611275,0.782246456449291,0.9440286860071715,0.9558503889625973,0.8943742735935682,0.6794399198599799,0.7704315655647347,0.8897452669235801,0.0,0.933413193341319,0.9061782765445693,0.8021614901080741,0.9941234988246997,0.8656418664104664,0.8907780000000001,0.8522222482777868,0.7054190968966843,0.8531912,0.7144736714473668,0.9458111054188894,0.9149077914907787,0.702404585120229,0.8935680680704202
0.8204785448803636,0.7673549116322541,0.7769570669128796,0.7217791278220869,0.7988016201198372,0.8799595519838207,0.817845818215418,0.8140694814069479,0.8688948,0.7193651859682588,0.8034311901715597,0.8799528939976451,0.966087298304365,0.991631300418435,0.5415955541595551,0.933413193341319,0.0,0.8123113906155691,0.8691250196312476,0.9982755999999998,0.8505771925288595,0.7109889578022083,0.7544861631729244,0.7400464610069691,0.7838134432373112,0.8345982165401786,0.7075765877270236,0.6274579372542058,0.745554338166849,0.8092638809263875
0.7981769201823076,0.7653321765332176,0.8874847168772921,0.7371569868578497,0.8022017901100899,0.8944090419249728,0.8439967921998393,0.856229164057291,0.8250728737609312,0.728078445615689,0.8507507701501535,0.8715097743019546,0.8579844715968943,0.9533211953321196,0.8138869534717386,0.9061782765445693,0.8123113906155691,0.0,0.8724558000000001,0.9984893997734098,0.7791141558228312,0.6980689150965542,0.7733399320019797,0.8302160490648153,0.721315413934229,0.8286212914310644,0.8365207245218915,0.7780548889027448,0.8085890000000002,0.740018135004534
0.7755316673404997,0.8967159103284084,0.7931203724078695,0.8331760250235964,0.7565956365106544,0.7261182041413713,0.7197289420406588,0.7753300887665043,0.7792752110362398,0.8405497999999997,0.8411067,0.7700385,0.8038388000000002,0.8797549120245085,0.7426275871313797,0.8021614901080741,0.8691250196312476,0.8724558000000001,0.0,0.8981039050948046,0.8205501000000001,0.8629623342594159,0.7336428733642874,0.6811940681194071,0.6996984750753813,0.7024176446373536,0.8926773375629319,0.855459421681087,0.7372401525519695,0.7749422887471143
0.99963020005547,0.9991398999569951,1.0,0.9995574,0.9996302,0.9853982926991462,0.9773464999999999,0.9811461962292392,0.99996369999637,0.999963699994555,0.9754968963245347,0.8988067848210177,1.0,0.9966069998303501,1.0,0.9941234988246997,0.9982755999999998,0.9984893997734098,0.8981039050948046,0.0,0.9921041988156297,0.9997284000271599,1.0,0.9505635876408968,0.998410000159,0.9995912999999998,0.99996370000726,0.9999637,0.999963700001815,1.0
0.792632720736728,0.7628915762891578,0.8669115199632719,0.6962000848100043,0.8022715901135792,0.877447732596253,0.8661575933078797,0.8578381644595411,0.8119219717882957,0.8793293758658751,0.8619846723969345,0.8697611739522348,0.8340979668195933,0.9873376987337698,0.8149635537408887,0.8656418664104664,0.8505771925288595,0.7791141558228312,0.8205501000000001,0.9921041988156297,0.0,0.8207898089605097,0.8256446476933942,0.7801431340429397,0.5787014210649288,0.8463144923157243,0.9250412112438181,0.8742135937106795,0.8245543999999998,0.8503791625947908
0.8372037569786848,0.8129000280649951,0.9002996398801447,0.7449619510076092,0.7793160441367903,0.88777736633321,0.8519693296061339,0.8744645999999996,0.8728188127181187,0.8121692093915394,0.8115015094249245,0.7343249132837539,0.8697413065129349,0.9731388040291795,0.7564164,0.8907780000000001,0.7109889578022083,0.6980689150965542,0.8629623342594159,0.9997284000271599,0.8207898089605097,0.0,0.5116708755835437,0.7250265862513291,0.7901891629432508,0.7511316497736701,0.7454605018157993,0.6692559661488066,0.7020756744810812,0.7841454999999995
0.7515863999999994,0.8129592625918524,0.8534801073259947,0.7818179672726944,0.7324906598735981,0.7768262549370656,0.7550049632507443,0.7907421267597443,0.8308756577189144,0.8302495490748645,0.8431862529558763,0.7795844338753304,0.7618455285536584,0.9577361915472382,0.7010498953674628,0.8522222482777868,0.7544861631729244,0.7733399320019797,0.7336428733642874,1.0,0.8256446476933942,0.5116708755835437,0.0,0.6547423618969445,0.6958647847932391,0.6545190481778569,0.7915843104207844,0.7537081630562241,0.6406446640644664,0.6961228936430119
0.6707046,0.8371758674351735,0.8187919090604046,0.7308999596349937,0.7518249627737434,0.7004946053214937,0.7175331576299737,0.7411494094022928,0.7735023433755862,0.8846558653967594,0.8580892574267768,0.8523853557156067,0.711396213418864,0.9115468823093765,0.6789197876219262,0.7054190968966843,0.7400464610069691,0.8302160490648153,0.6811940681194071,0.9505635876408968,0.7801431340429397,0.7250265862513291,0.6547423618969445,0.0,0.659560582978029,0.5612417341862601,0.6632591168370442,0.649683447452517,0.3729532372953236,0.8338524418483544
0.6220452322841683,0.7250426412436034,0.8153324738670108,0.6760834647833062,0.6165214766957043,0.6618667985600399,0.6827983634403277,0.7123305000000003,0.7165906283409368,0.6831717158414139,0.8349640082517994,0.8338048083097599,0.687759815612009,0.9685138047229293,0.7395695999999998,0.8531912,0.7838134432373112,0.721315413934229,0.6996984750753813,0.998410000159,0.5787014210649288,0.7901891629432508,0.6958647847932391,0.659560582978029,0.0,0.6023210795357838,0.7544540982183607,0.825427734914453,0.7024413743896563,0.7205743999999995
0.743544564113859,0.867794306610285,0.8468580459425864,0.8319548168045182,0.7743657225634275,0.5972339388935758,0.6364337363566259,0.6989039698903969,0.7342772000000001,0.8203113910155695,0.83940119197006,0.8186139909306996,0.6732106836605343,0.9274829036258548,0.7391799739179976,0.7144736714473668,0.8345982165401786,0.8286212914310644,0.7024176446373536,0.9995912999999998,0.8463144923157243,0.7511316497736701,0.6545190481778569,0.5612417341862601,0.6023210795357838,0.0,0.8668952399314279,0.8487421151257882,0.5542607668608848,0.7208867720886766
