DC026,DC030,DC056,FB034,FB043,FB057,FB059,FB062,FB084,FB097,FB106,FB109,FB111,FB113,FB124,FB125,FB128,FB137,FB161,FB180,FB196,FB199,FB207,FB229,FB280,FB301,FB308,FB418,FB427,FB438
0.0,0.32644156838960803,0.6573293028012097,0.7948014205198584,0.7525115123744243,0.9522396999999999,0.9212322960616149,0.9952791999999999,0.6965062455240627,0.7813259437348118,0.7639143763914374,0.7278820136058997,0.760954276095428,0.6943763235940814,0.8023320296501952,0.8460165153983484,0.8546315999999998,0.7645523941790425,0.8691184869118491,0.6942902458564634,0.8050915805091585,0.8074786481303383,0.7663154350526847,0.8144089185591082,0.667367933263207,0.6405866539120022,0.6631649842087542,0.8372283162771684,0.8128364093581798,0.6685386999999998
0.32644156838960803,0.0,0.7647607058576823,0.8959815260046182,0.8573268285346345,0.960253905961914,0.9555479044452098,0.9919816012027598,0.7423911772826467,0.8527844515254419,0.8076073096196345,0.8382615323476936,0.8141830092908494,0.8369706836970683,0.8637124408862678,0.8560523359869161,0.8510652223402165,0.8586656777338775,0.9407250029637501,0.7853836643849007,0.8787642060617894,0.8872111451155421,0.8485712454286258,0.884774428806393,0.841514939621265,0.7678715696385293,0.7514902994038803,0.9101701224574694,0.8824615235076955,0.7105032434245132
0.6573293028012097,0.7647607058576823,0.0,0.9086437274068817,0.8315445421138641,0.9373329125334177,0.9429943085508538,0.9902851019429796,0.870468645335974,0.8228407708636917,0.896613010338699,0.7944844513788875,0.8798300120169987,0.7421871871093585,0.8717092449017643,0.8953769313869208,0.8298411340317731,0.7463828521702887,0.9085345091465492,0.7931203724078695,0.8771548122845194,0.792783493247428,0.874218344023579,0.8906480328055905,0.7013670895898734,0.6872648094573169,0.62628086817361,0.8080945575716326,0.7876200530949871,0.8091166381766723
0.7948014205198584,0.8959815260046182,0.9086437274068817,0.0,0.8203528089823596,0.9944417999999999,0.635861281793064,0.9995559,0.7370827394375893,0.9137957172408566,0.8701337870133785,0.8530150073492494,0.792138579213858,0.808626652156663,0.7879102318134654,0.9372515062748495,0.9238394000000002,0.856595557361777,0.9450256945025689,0.7944692308296154,0.9201290920129093,0.8907696273075936,0.7045274443208831,0.7917578208242176,0.6391288360871165,0.7419238387114244,0.8665745333563664,0.9029137097086286,0.8926971053651445,0.8186815999999996
0.7525115123744243,0.8573268285346345,0.8315445421138641,0.8203528089823596,0.0,0.988816899440845,0.9331911933191195,0.9937879996894001,0.7966602203339784,0.8289192256621165,0.9014041852106279,0.6754359000000001,0.7501132625169892,0.7168328150498441,0.7658966234103377,0.9298825035058746,0.8714596935729844,0.7679402812209014,0.8502669775400469,0.7072428292757168,0.677961051694158,0.8101211379757723,0.6705851329414868,0.6736181163190943,0.7918109104094542,0.8169187183081285,0.8786899242620156,0.8171044091447797,0.8168084000000003,0.8324173916208694
0.9522396999999999,0.960253905961914,0.9373329125334177,0.9944417999999999,0.988816899440845,0.0,0.9976270996440649,1.0,0.972861501356925,0.9965461003453899,0.9798643959728791,0.9531493976574701,0.9807453961490794,0.9576419851746948,1.0,0.9310875000000001,0.98520179852018,0.9964182010745398,0.9509766901953381,0.9978468001076602,0.9886082977216595,0.9408699088695134,0.9837674008116299,0.9921312999999999,0.9610051,0.9515181024240948,0.9378440093233986,0.6865241999999999,0.7510845875542295,0.9683836968383696
0.9212322960616149,0.9555479044452098,0.9429943085508538,0.635861281793064,0.9331911933191195,0.9976270996440649,0.0,1.0,0.7839853999999999,0.9504790024760499,0.8551241637810412,0.9765874976587497,0.8350664587666143,0.9204879681951872,0.9397483,0.9749252987462649,0.9680013952002093,0.9130165217458698,0.9921424980356243,0.9205936000000002,0.8790267697566924,0.9763220023677998,0.6657027000000004,0.9588496979424849,0.8706844935342247,0.877743,0.915262408473759,0.9835420991771049,0.9748524974852495,0.9686038952905845
0.9952791999999999,0.9919816012027598,0.9902851019429796,0.9995559,0.9937879996894001,1.0,1.0,0.0,0.9962112001894401,0.99845520015448,0.9986841997368399,0.9898465994923301,0.9936981987396398,0.9783517924231273,0.99981860000907,0.9945470000000001,0.99045739904574,0.9987277003816899,0.9935323987064797,0.99075760046212,0.9976115995223199,0.9171866124220082,1.0,0.9993482,0.9964815,0.99353240032338,0.9935324009701398,0.9935324,0.9929898996494949,1.0
0.6965062455240627,0.7423911772826467,0.870468645335974,0.7370827394375893,0.7966602203339784,0.972861501356925,0.7839853999999999,0.9962112001894401,0.0,0.9200217199945699,0.8502585925129295,0.7589531241046876,0.8307463915373199,0.8282748656549727,0.8645477270904547,0.622592156611177,0.8856719057164045,0.846651069007019,0.8107440905372045,0.842309331538134,0.8898058944902951,0.8035549589335127,0.7082555583488883,0.7732031340195297,0.8116773282484008,0.6843598631280279,0.7165042850487151,0.8336458249531259,0.8100194189980581,0.566051021697449
0.7813259437348118,0.8527844515254419,0.8228407708636917,0.9137957172408566,0.8289192256621165,0.9965461003453899,0.9504790024760499,0.99845520015448,0.9200217199945699,0.0,0.8798685999999999,0.8279708258043759,0.9067642999999999,0.8236685735502856,0.889915327521168,0.9776258044748392,0.872893712710628,0.3482948258525871,0.9618279000000001,0.8326886418278397,0.8603420999999998,0.9181642286425197,0.8377173405706648,0.9139192172161563,0.8113688377262326,0.8612840346789916,0.9101428314500093,0.9531703093659379,0.9484313077353043,0.916814908318509
0.7639143763914374,0.8076073096196345,0.896613010338699,0.8701337870133785,0.9014041852106279,0.9798643959728791,0.8551241637810412,0.9986841997368399,0.8502585925129295,0.8798685999999999,0.0,0.926640688996103,0.5454482636344791,0.9138692612411673,0.8490162924508144,0.908125490812549,0.8337186667437332,0.8934562213087555,0.9822384946715482,0.7333356866667844,0.8368577510573252,0.952501302374935,0.8725579936278997,0.8755496875549685,0.8193292819329281,0.8454727922736395,0.8294971085251449,0.9224429922442992,0.9459055918858388,0.7999073599814721
0.7278820136058997,0.8382615323476936,0.7944844513788875,0.8530150073492494,0.6754359000000001,0.9531493976574701,0.9765874976587497,0.9898465994923301,0.7589531241046876,0.8279708258043759,0.926640688996103,0.0,0.8804859820728974,0.6171774851532454,0.8930968106903188,0.8197514090124298,0.9029745951487295,0.7763558782754428,0.706795356019303,0.7628226237177382,0.7547019632052948,0.7638806472238703,0.7382177261782273,0.8096299095185047,0.7862767106861644,0.739038226096178,0.8344982331003533,0.7913481104325945,0.7631419999999997,0.6825669841283493
0.760954276095428,0.8141830092908494,0.8798300120169987,0.792138579213858,0.7501132625169892,0.9807453961490794,0.8350664587666143,0.9936981987396398,0.8307463915373199,0.9067642999999999,0.5454482636344791,0.8804859820728974,0.0,0.8726030426713692,0.8953062947653146,0.8889511888951186,0.9455328891065777,0.8721962255607548,0.967386190215857,0.8021614901080741,0.7276270182881056,0.9324781033760949,0.8168617908430892,0.7291090729109071,0.7686439768643978,0.8347913917395694,0.8139267093036646,0.9448498944849892,0.9313478897021834,0.7878751575750316
0.6943763235940814,0.8369706836970683,0.7421871871093585,0.808626652156663,0.7168328150498441,0.9576419851746948,0.9204879681951872,0.9783517924231273,0.8282748656549727,0.8236685735502856,0.9138692612411673,0.6171774851532454,0.8726030426713692,0.0,0.855306871061374,0.8937043734260934,0.8436892452912353,0.7874037106298145,0.797892309051539,0.7445461489092295,0.8364241263908568,0.7514747751474774,0.7910046582009309,0.8295819573954896,0.7561929390482338,0.7533122506624502,0.8173760817376082,0.8073335518333877,0.8086294425888322,0.7601003160351106
