DC027,DC030,DC033,DC036,DC037,DC038,DC039,DC041,DC073,FB034,FB043,FB048,FB054,FB059,FB113,FB163,FB194,FB217,FB219,FB229,FB246,FB280,FB331,FB351,FB375,FB380,FB386,FB391,FB408,FB439
0.0,0.3405639989154003,0.3655804365580435,0.7828140891407043,0.8319290831929084,0.816678981667898,0.9017502098249789,0.7593899398474853,0.8780024695006174,0.9467753000000001,0.9000259950012998,0.8285824828582484,0.8940750894075091,0.9633088944963343,0.8601316510460779,0.9190287121456934,0.9394970999999999,0.8840302826045425,0.8902634054868295,0.9194909999999998,0.8499355000000003,0.8503599000000003,0.9871484974296995,0.886504371626093,0.8746799937339992,0.8742155188676721,0.932268683067171,0.9771495,0.9581359041864095,0.9615223999999999
0.3405639989154003,0.0,0.32971170054324495,0.7251101549779687,0.7541355368796698,0.7388068391789745,0.840226955920565,0.7135054000000004,0.8429802999999999,0.8959815260046182,0.8573268285346345,0.8809483178577521,0.8964090155386478,0.9555479044452098,0.8369706836970683,0.8984865406053837,0.8954483261379184,0.8778466122153386,0.8787989363603191,0.884774428806393,0.8606733348316663,0.841514939621265,0.9732704013364798,0.8503450999999999,0.8503373299325336,0.8418269632692145,0.8694646000000004,0.9473687131578216,0.9141541300460543,0.9378798155300462
0.3655804365580435,0.32971170054324495,0.0,0.7285859864292992,0.7815122781512277,0.7657423765742378,0.8430128156987184,0.7106435276608817,0.8889275722318932,0.8109998999999999,0.8036313901815698,0.7833426783342676,0.7645353764535382,0.9143558871533831,0.7779892222962277,0.8619862207020672,0.8707288000000001,0.7626472643970896,0.8648626067568698,0.8275744999999998,0.7295968999999998,0.7408134000000002,0.9895033979006795,0.7609476402369101,0.7139150856957538,0.7090004436499335,0.8753364688341171,0.9624378,0.9289606071039398,0.9262911000000004
0.7828140891407043,0.7251101549779687,0.7285859864292992,0.0,0.6061522803076139,0.4877184743859236,0.374968093754786,0.19375903875180767,0.8870543774108756,0.8292629085368544,0.7161872999999999,0.8707238935361943,0.8311380915569044,0.814998981499898,0.8470839541251866,0.7795044440991112,0.8249147087542648,0.8248925824892582,0.8294721170527883,0.7615514119224295,0.9028780048560995,0.8362336081883197,0.9909321986398298,0.9020526804105357,0.6610113999999999,0.6579455684108865,0.800922060184412,0.9059587047020645,0.8423642236453668,0.6730278163486093
0.8319290831929084,0.7541355368796698,0.7815122781512277,0.6061522803076139,0.0,0.2449410244941024,0.5780105421989458,0.5047335761833941,0.8448471612117902,0.9181501,0.8445377922268895,0.9206608920660888,0.9180566918056694,0.9205099880764981,0.845423145898101,0.8565569215164618,0.8708954999999999,0.9322788898418333,0.8378479081076047,0.9187938999999998,0.9316669,0.8703289000000001,0.9884165976833197,0.863282365820591,0.8700683935034197,0.8641831203725319,0.8553522638380663,0.8714579999999998,0.6789116321088366,0.8791303
0.816678981667898,0.7388068391789745,0.7657423765742378,0.4877184743859236,0.2449410244941024,0.0,0.4366595563340447,0.3647801411950352,0.807715851928963,0.8858827999999999,0.8160875908043799,0.9171631917163191,0.9024688902468891,0.8441463766219564,0.83675434286402,0.8153492276976158,0.8461070999999999,0.8962006844301026,0.8142713092864349,0.8992726999999999,0.9199865,0.8634116999999994,0.9627945925589187,0.8430741607685398,0.8377328918866446,0.8249565262565209,0.8491825622956406,0.8511842,0.6639949336005062,0.8598823
0.9017502098249789,0.840226955920565,0.8430128156987184,0.374968093754786,0.5780105421989458,0.4366595563340447,0.0,0.3453078672653934,0.8226487911324389,0.833350633329873,0.7390258391461242,0.8789057121094282,0.8473000152699987,0.8146527092673645,0.8298727744809162,0.798401470559485,0.8204288359142328,0.8350921082453938,0.8579227355193159,0.8090865381826925,0.8938436212312757,0.8273554345289127,0.9591475000000003,0.8424817921240895,0.6736670489499421,0.723154196896031,0.7695124884756241,0.8504913299017338,0.8350854494743652,0.7613772477245504
0.7593899398474853,0.7135054000000004,0.7106435276608817,0.19375903875180767,0.5047335761833941,0.3647801411950352,0.3453078672653934,0.0,0.8570616428246571,0.8363064754459715,0.7085748417149687,0.869368967342242,0.836613659153415,0.8263250478975143,0.826316013158007,0.7957883,0.8325095748764361,0.8446944534083366,0.8193393819339382,0.769570565435585,0.903456085518413,0.8318962747844417,0.9838307943407779,0.8779374511749808,0.654957730991546,0.6740788000000001,0.7909521163808468,0.8908081836212274,0.8034165901708298,0.7118180567727082
0.8780024695006174,0.8429802999999999,0.8889275722318932,0.8870543774108756,0.8448471612117902,0.807715851928963,0.8226487911324389,0.8570616428246571,0.0,0.9104186865628029,0.8671706734341349,0.8989577747394437,0.9385315846328967,0.9813577944073383,0.8371021185510588,0.9451356000000003,0.8800306820046021,0.9051653715496119,0.9135725913572591,0.880606982091047,0.8703216805482521,0.7899633684945051,0.9140233699081796,0.8120029248011699,0.8529765705953127,0.8656275999999999,0.7837577135030852,0.7874266681139995,0.7734050886702543,0.8871701830755276
0.9467753000000001,0.8959815260046182,0.8109998999999999,0.8292629085368544,0.9181501,0.8858827999999999,0.833350633329873,0.8363064754459715,0.9104186865628029,0.0,0.8203528089823596,0.8708839999999998,0.8224170999999999,0.635861281793064,0.808626652156663,0.5710844072288989,0.730737226926277,0.5861559793077994,0.9207977118803427,0.7917578208242176,0.5967270403272957,0.6391288360871165,0.9815760981576097,0.824573273685991,0.8358987082050645,0.8487997378000657,0.7918529687779452,0.9546720045327995,0.9194140161171968,0.8668174133182587
0.9000259950012998,0.8573268285346345,0.8036313901815698,0.7161872999999999,0.8445377922268895,0.8160875908043799,0.7390258391461242,0.7085748417149687,0.8671706734341349,0.8203528089823596,0.0,0.8239536911976846,0.7187548859377441,0.9331911933191195,0.7168328150498441,0.9170979165804167,0.8819303059034844,0.8003541800354181,0.9022761097723891,0.6736181163190943,0.8225638088718098,0.7918109104094542,0.9804325970648896,0.769293753858751,0.5691302999999996,0.5282524943495011,0.8053607610721523,0.9178482041075902,0.8543145218528218,0.7804734109763292
0.8285824828582484,0.8809483178577521,0.7833426783342676,0.8707238935361943,0.9206608920660888,0.9171631917163191,0.8789057121094282,0.869368967342242,0.8989577747394437,0.8708839999999998,0.8239536911976846,0.0,0.44092264409226445,0.9566311934946788,0.8276196396668737,0.8228464265730361,0.8098198999999996,0.8269029740354464,0.9262825036858743,0.7677411999999997,0.7293457999999998,0.7590466999999999,0.99716719943344,0.7907574476893617,0.6898764844938232,0.7156390426541436,0.8682463670615921,0.9781182999999999,0.9582898041710196,0.8740550999999994
0.8940750894075091,0.8964090155386478,0.7645353764535382,0.8311380915569044,0.9180566918056694,0.9024688902468891,0.8473000152699987,0.836613659153415,0.9385315846328967,0.8224170999999999,0.7187548859377441,0.44092264409226445,0.0,0.9290639893595984,0.7996587298805553,0.8859575171063726,0.8840996000000002,0.7739592660938904,0.9338726033063702,0.8120517,0.6511924000000003,0.6121741999999998,0.9896070979214197,0.6576416144104037,0.5779940788997036,0.5391976691203499,0.9020164755041191,0.9791331,0.944132405586759,0.8169198999999997
0.9633088944963343,0.9555479044452098,0.9143558871533831,0.814998981499898,0.9205099880764981,0.8441463766219564,0.8146527092673645,0.8263250478975143,0.9813577944073383,0.635861281793064,0.9331911933191195,0.9566311934946788,0.9290639893595984,0.0,0.9204879681951872,0.6179760382023967,0.8251682912584142,0.4840216968043393,0.9662651999999998,0.9588496979424849,0.8479054923952747,0.8706844935342247,0.9976520994130249,0.8808865642659693,0.903891490389149,0.9194060080593989,0.9418031825409546,0.9934270996713549,0.9923973003801351,0.9521739976086999
0.8601316510460779,0.8369706836970683,0.7779892222962277,0.8470839541251866,0.845423145898101,0.83675434286402,0.8298727744809162,0.826316013158007,0.8371021185510588,0.808626652156663,0.7168328150498441,0.8276196396668737,0.7996587298805553,0.9204879681951872,0.0,0.8657897865789783,0.8571781642945406,0.8383080353232139,0.9253130850626164,0.8295819573954896,0.7647676411919099,0.7561929390482338,0.9713612871125794,0.8455626227813113,0.7885652365695706,0.818395081839508,0.8220156110078055,0.8824385706096427,0.8234923735238556,0.9439760859940216
0.9190287121456934,0.8984865406053837,0.8619862207020672,0.7795044440991112,0.8565569215164618,0.8153492276976158,0.798401470559485,0.7957883,0.9451356000000003,0.5710844072288989,0.9170979165804167,0.8228464265730361,0.8859575171063726,0.6179760382023967,0.8657897865789783,0.0,0.38387025403243635,0.7879143212085682,0.904734028579791,0.75343896164026,0.7728458567885359,0.7793304551673865,0.9763285011835752,0.8038588,0.8655738268852347,0.8845984461606211,0.8170527999999999,0.9663217084195731,0.9407002207549229,0.869481432629642
0.9394970999999999,0.8954483261379184,0.8707288000000001,0.8249147087542648,0.8708954999999999,0.8461070999999999,0.8204288359142328,0.8325095748764361,0.8800306820046021,0.730737226926277,0.8819303059034844,0.8098198999999996,0.8840996000000002,0.8251682912584142,0.8571781642945406,0.38387025403243635,0.0,0.8288503914425199,0.8966819154977124,0.6354997364500264,0.8291779170822086,0.7975037202496278,0.9452730945273095,0.8056309708446452,0.8386234080688294,0.8807348298162923,0.730278959541844,0.9159103084089695,0.8841543231691359,0.8581501141849887
0.8840302826045425,0.8778466122153386,0.7626472643970896,0.8248925824892582,0.9322788898418333,0.8962006844301026,0.8350921082453938,0.8446944534083366,0.9051653715496119,0.5861559793077994,0.8003541800354181,0.8269029740354464,0.7739592660938904,0.4840216968043393,0.8383080353232139,0.7879143212085682,0.8288503914425199,0.0,0.8920793999999999,0.8260398913019952,0.6740233837011693,0.7141624857081246,0.9789859947464986,0.7636074290822287,0.6882680688268066,0.7147981285201872,0.8186870456061134,0.950522697526135,0.9201668039916597,0.8984829949241493
0.8902634054868295,0.8787989363603191,0.8648626067568698,0.8294721170527883,0.8378479081076047,0.8142713092864349,0.8579227355193159,0.8193393819339382,0.9135725913572591,0.9207977118803427,0.9022761097723891,0.9262825036858743,0.9338726033063702,0.9662651999999998,0.9253130850626164,0.904734028579791,0.8966819154977124,0.8920793999999999,0.0,0.8763158185526274,0.9602907059563941,0.9327191100921334,0.9668409983420501,0.9202933920293394,0.8858239114176083,0.8962092311372305,0.8894931889493186,0.9279135108129731,0.9315268171182955,0.9268248109762783
0.9194909999999998,0.884774428806393,0.8275744999999998,0.7615514119224295,0.9187938999999998,0.8992726999999999,0.8090865381826925,0.769570565435585,0.880606982091047,0.7917578208242176,0.6736181163190943,0.7677411999999997,0.8120517,0.9588496979424849,0.8295819573954896,0.75343896164026,0.6354997364500264,0.8260398913019952,0.8763158185526274,0.0,0.7657168234283175,0.7453011254698874,0.9773232977323295,0.747914262187139,0.6432389178380539,0.6039958990010253,0.6037995405699307,0.9514761048523889,0.8913572217285556,0.6756767324323266
0.8499355000000003,0.8606733348316663,0.7295968999999998,0.9028780048560995,0.9316669,0.9199865,0.8938436212312757,0.903456085518413,0.8703216805482521,0.5967270403272957,0.8225638088718098,0.7293457999999998,0.6511924000000003,0.8479054923952747,0.7647676411919099,0.7728458567885359,0.8291779170822086,0.6740233837011693,0.9602907059563941,0.7657168234283175,0.0,0.29442747055725293,0.9788040978804098,0.7034430555164585,0.7089002145549891,0.6862603784349053,0.772472365870855,0.9306812069318794,0.8890076221984757,0.8459968154003182
0.8503599000000003,0.841514939621265,0.7408134000000002,0.8362336081883197,0.8703289000000001,0.8634116999999994,0.8273554345289127,0.8318962747844417,0.7899633684945051,0.6391288360871165,0.7918109104094542,0.7590466999999999,0.6121741999999998,0.8706844935342247,0.7561929390482338,0.7793304551673865,0.7975037202496278,0.7141624857081246,0.9327191100921334,0.7453011254698874,0.29442747055725293,0.0,0.9716795971679597,0.6490508473576272,0.6938910153054489,0.6790311802422048,0.7488989623348447,0.8847313115268687,0.8643635271272946,0.7616023238397674
0.9871484974296995,0.9732704013364798,0.9895033979006795,0.9909321986398298,0.9884165976833197,0.9627945925589187,0.9591475000000003,0.9838307943407779,0.9140233699081796,0.9815760981576097,0.9804325970648896,0.99716719943344,0.9896070979214197,0.9976520994130249,0.9713612871125794,0.9763285011835752,0.9452730945273095,0.9789859947464986,0.9668409983420501,0.9773232977323295,0.9788040978804098,0.9716795971679597,0.0,0.9454664809132683,0.9684616952692542,0.9720397013980151,0.9510396828638893,0.9724992972499295,0.9166948999999996,0.9799510979951099
0.886504371626093,0.8503450999999999,0.7609476402369101,0.9020526804105357,0.863282365820591,0.8430741607685398,0.8424817921240895,0.8779374511749808,0.8120029248011699,0.824573273685991,0.769293753858751,0.7907574476893617,0.6576416144104037,0.8808865642659693,0.8455626227813113,0.8038588,0.8056309708446452,0.7636074290822287,0.9202933920293394,0.747914262187139,0.7034430555164585,0.6490508473576272,0.9454664809132683,0.0,0.6633969326793859,0.6202153,0.7138812855525147,0.9146185871927879,0.8180209909010497,0.8652894797934219
0.8746799937339992,0.8503373299325336,0.7139150856957538,0.6610113999999999,0.8700683935034197,0.8377328918866446,0.6736670489499421,0.654957730991546,0.8529765705953127,0.8358987082050645,0.5691302999999996,0.6898764844938232,0.5779940788997036,0.903891490389149,0.7885652365695706,0.8655738268852347,0.8386234080688294,0.6882680688268066,0.8858239114176083,0.6432389178380539,0.7089002145549891,0.6938910153054489,0.9684616952692542,0.6633969326793859,0.0,0.21622695675460854,0.7581975516395102,0.8899558055022094,0.8990842151373679,0.7326640133667991
0.8742155188676721,0.8418269632692145,0.7090004436499335,0.6579455684108865,0.8641831203725319,0.8249565262565209,0.723154196896031,0.6740788000000001,0.8656275999999999,0.8487997378000657,0.5282524943495011,0.7156390426541436,0.5391976691203499,0.9194060080593989,0.818395081839508,0.8845984461606211,0.8807348298162923,0.7147981285201872,0.8962092311372305,0.6039958990010253,0.6862603784349053,0.6790311802422048,0.9720397013980151,0.6202153,0.21622695675460854,0.0,0.7615285999999998,0.9186161203459696,0.9203822278662205,0.68346227913443
0.932268683067171,0.8694646000000004,0.8753364688341171,0.800922060184412,0.8553522638380663,0.8491825622956406,0.7695124884756241,0.7909521163808468,0.7837577135030852,0.7918529687779452,0.8053607610721523,0.8682463670615921,0.9020164755041191,0.9418031825409546,0.8220156110078055,0.8170527999999999,0.730278959541844,0.8186870456061134,0.8894931889493186,0.6037995405699307,0.772472365870855,0.7488989623348447,0.9510396828638893,0.7138812855525147,0.7581975516395102,0.7615285999999998,0.0,0.9072493860874081,0.7740255887012802,0.7556314633447194
0.9771495,0.9473687131578216,0.9624378,0.9059587047020645,0.8714579999999998,0.8511842,0.8504913299017338,0.8908081836212274,0.7874266681139995,0.9546720045327995,0.9178482041075902,0.9781182999999999,0.9791331,0.9934270996713549,0.8824385706096427,0.9663217084195731,0.9159103084089695,0.950522697526135,0.9279135108129731,0.9514761048523889,0.9306812069318794,0.8847313115268687,0.9724992972499295,0.9146185871927879,0.8899558055022094,0.9186161203459696,0.9072493860874081,0.0,0.8201250359749931,0.9200374079962591
0.9581359041864095,0.9141541300460543,0.9289606071039398,0.8423642236453668,0.6789116321088366,0.6639949336005062,0.8350854494743652,0.8034165901708298,0.7734050886702543,0.9194140161171968,0.8543145218528218,0.9582898041710196,0.944132405586759,0.9923973003801351,0.8234923735238556,0.9407002207549229,0.8841543231691359,0.9201668039916597,0.9315268171182955,0.8913572217285556,0.8890076221984757,0.8643635271272946,0.9166948999999996,0.8180209909010497,0.8990842151373679,0.9203822278662205,0.7740255887012802,0.8201250359749931,0.0,0.8551598289680343
0.9615223999999999,0.9378798155300462,0.9262911000000004,0.6730278163486093,0.8791303,0.8598823,0.7613772477245504,0.7118180567727082,0.8871701830755276,0.8668174133182587,0.7804734109763292,0.8740550999999994,0.8169198999999997,0.9521739976086999,0.9439760859940216,0.869481432629642,0.8581501141849887,0.8984829949241493,0.9268248109762783,0.6756767324323266,0.8459968154003182,0.7616023238397674,0.9799510979951099,0.8652894797934219,0.7326640133667991,0.68346227913443,0.7556314633447194,0.9200374079962591,0.8551598289680343,0.0
