DC077,DC079,DC094,FB057,FB072,FB105,FB109,FB133,FB139,FB140,FB165,FB170,FB171,FB190,FB196,FB211,FB225,FB229,FB242,FB246,FB247,FB262,FB290,FB301,FB306,FB311,FB367,FB385,FB418,FB427
0.0,0.4785389782191531,0.8548231999999998,0.9691356938271387,0.8955000738750182,0.9808461971269296,0.7395317609297642,0.8135802813580277,0.7062249440662581,0.6301317075329262,0.7871385212861479,0.7995892200410775,0.7633306934988121,0.8369974592493649,0.7693952308185688,0.98795729879573,0.8749448999999991,0.8470969847096984,0.8278158913907947,0.628380762838076,0.8362547508764252,0.8338451916922597,0.7694013999999998,0.6825641841282096,0.8468813693762735,0.7972480695872102,0.796564879656488,0.7096987274246813,0.8553142855314286,0.8343748751562314
0.4785389782191531,0.0,0.8208358806238539,0.9286895178276203,0.775327944934411,0.9825857052242883,0.794249461725162,0.774369578970647,0.6504615097230942,0.7857024428595112,0.7444651405441726,0.8108054040570278,0.7769697999999993,0.8554535289092937,0.9062879140568131,0.985752304986693,0.8535571658992751,0.8296311596290938,0.8616943553222574,0.7652076821773108,0.8857422171386673,0.8066914773234087,0.790617394222172,0.6961630215347914,0.7587254603186355,0.743065177080447,0.8881528391465063,0.7906250418749915,0.7687440809395713,0.7444815766555269
0.8548231999999998,0.8208358806238539,0.0,0.8332437166756282,0.8694653065267345,0.9915221012716849,0.7803013329548003,0.8835524232895153,0.7432707155281774,0.8721840063908,0.7987317805072888,0.9134784346086262,0.7829728674459296,0.8153740092312995,0.9124384999999999,0.837536632492674,0.7521011743696473,0.8466597306680534,0.8069264482683882,0.9033953193209359,0.8413104999999997,0.773814856546286,0.8145706556288034,0.7850633537341616,0.777792422220758,0.6037035594444664,0.828048134390373,0.88849260557537,0.6869646626070677,0.6294347555847871
0.9691356938271387,0.9286895178276203,0.8332437166756282,0.0,0.9543624931543737,1.0,0.9531493976574701,0.9921453999999998,0.9227272193181951,0.9895602984340448,0.9711527057694587,0.9814631037073792,0.9867378953582634,0.9619465942919893,0.9886082977216595,0.9945044,0.8982663101733689,0.9921312999999999,0.97766460111677,0.9801480000000001,0.9739370947874189,1.0,0.9921390007860998,0.9515181024240948,0.9753569975356998,0.8831998941599946,0.9617072,0.9852010977801645,0.6865241999999999,0.7510845875542295
0.8955000738750182,0.775327944934411,0.8694653065267345,0.9543624931543737,0.0,0.9993378999337899,0.8482804848280483,0.8105007905250393,0.8428667314266537,0.9317177863435572,0.8575813213628022,0.9373126094031083,0.8711148484459398,0.8619846723969345,0.9626059906514974,0.9359039967952001,0.8115015094249245,0.7464667873233394,0.8660506000000004,0.9316499965825,0.8993104748276185,0.8563956,0.8349640082517994,0.8941818,0.7036895555534334,0.8561977856197787,0.9353454967672746,0.8720833744166753,0.8342127917106393,0.8222180822218083
0.9808461971269296,0.9825857052242883,0.9915221012716849,1.0,0.9993378999337899,0.0,0.9842844000000001,0.9614172019291402,0.9581482125555362,0.9915220991522099,0.9802671049332239,0.9487413128146719,0.9788120936436279,0.9428672942867294,0.9902941985441299,1.0,0.9912244013163398,0.9793813010309351,0.99029420097058,0.9520920023953998,0.9902941985441298,0.9793813020618698,0.9738063039290544,0.9780190021980997,0.9735041986752101,0.9902941999999999,0.991522100423895,0.99877209987721,0.9971666001416701,0.9992743999999999
0.7395317609297642,0.794249461725162,0.7803013329548003,0.9531493976574701,0.8482804848280483,0.9842844000000001,0.0,0.7969485101525746,0.6790806962757913,0.7766371776637174,0.6700296824925798,0.8393430401642399,0.6637437991231402,0.7721304772130481,0.7547019632052948,0.923080503845975,0.6728282490757623,0.8096299095185047,0.710123528987647,0.798031010098449,0.7133425570013834,0.7222150277784972,0.6866063470090475,0.739038226096178,0.7264167863208393,0.7303078000000003,0.8109685094515742,0.7471412747141278,0.7913481104325945,0.7631419999999997
0.8135802813580277,0.774369578970647,0.8835524232895153,0.9921453999999998,0.8105007905250393,0.9614172019291402,0.7969485101525746,0.0,0.7446930893574191,0.7449301872465091,0.724638782608365,0.44183286745013967,0.633599308399827,0.7086412854320643,0.7984587798458778,0.9625858037414196,0.8127127374574519,0.435170456482954,0.7479761378035799,0.7189965281003472,0.6690590669059066,0.6439768534034719,0.6184698763060247,0.6657833501324976,0.5713319,0.8606164069691798,0.8035853196414682,0.7319242865962147,0.9098885090111493,0.9105295044735244
0.7062249440662581,0.6504615097230942,0.7432707155281774,0.9227272193181951,0.8428667314266537,0.9581482125555362,0.6790806962757913,0.7446930893574191,0.0,0.7623300475339901,0.43103821292898276,0.7483982383809692,0.41173820000000044,0.8054666389066727,0.8381601242759817,0.9153221296372546,0.7151289281919826,0.8327026585540697,0.6928121228751516,0.6998813050415433,0.7376525393521195,0.7655163937934432,0.7408355166240175,0.6069433572226576,0.7360704659823835,0.5820080253975927,0.799664570117401,0.7197045560590887,0.6693245157364197,0.6502114049365793
0.6301317075329262,0.7857024428595112,0.8721840063908,0.9895602984340448,0.9317177863435572,0.9915220991522099,0.7766371776637174,0.7449301872465091,0.7623300475339901,0.0,0.7885185317222199,0.674510048823492,0.7212040884816351,0.8420464684092934,0.5992937998234498,0.97886299894315,0.8680114065994294,0.773836788691839,0.7966860999999994,0.6786636839331833,0.723940630985157,0.7742301999999996,0.691411715429414,0.6916606999999995,0.8416097762414662,0.823270082327008,0.5955344797767239,0.7405854481170888,0.9272111963605597,0.8971281897128192
0.7871385212861479,0.7444651405441726,0.7987317805072888,0.9711527057694587,0.8575813213628022,0.9802671049332239,0.6700296824925798,0.724638782608365,0.43103821292898276,0.7885185317222199,0.0,0.8112905943547026,0.3651139682556982,0.8254781261782812,0.8267180173281978,0.919326524202043,0.7549044980382007,0.8192160542351835,0.7083985020605243,0.7350341794897464,0.6884720311527966,0.6379855267050656,0.6353504458598208,0.6773499129275308,0.7197017560596494,0.6656915835771045,0.7842905647128307,0.7356868396469743,0.7212051836384452,0.6907150773212309
0.7995892200410775,0.8108054040570278,0.9134784346086262,0.9814631037073792,0.9373126094031083,0.9487413128146719,0.8393430401642399,0.44183286745013967,0.7483982383809692,0.674510048823492,0.8112905943547026,0.0,0.7110948855547442,0.8121993281701008,0.724635727536427,0.9888197033540891,0.9077968368812652,0.5960680211795935,0.8287494599376889,0.7664644700606587,0.7221612277838771,0.700348304878093,0.6281612487355,0.7506173872839145,0.7651643469671306,0.8964675258831184,0.7541318737604374,0.7733233340015002,0.9389616183115145,0.9384817153795709
0.7633306934988121,0.7769697999999993,0.7829728674459296,0.9867378953582634,0.8711148484459398,0.9788120936436279,0.6637437991231402,0.633599308399827,0.41173820000000044,0.7212040884816351,0.3651139682556982,0.7110948855547442,0.0,0.8264051305620523,0.7934594070567338,0.909262977315744,0.7094157564123632,0.7494768373692094,0.6755696351139273,0.6659657164914289,0.6753711539170194,0.7098797419759484,0.6662742499411374,0.6906359381271875,0.7256454039758916,0.6916564074969228,0.7924198481049624,0.6132271452908575,0.7777217444304361,0.7492012247603678
0.8369974592493649,0.8554535289092937,0.8153740092312995,0.9619465942919893,0.8619846723969345,0.9428672942867294,0.7721304772130481,0.7086412854320643,0.8054666389066727,0.8420464684092934,0.8254781261782812,0.8121993281701008,0.8264051305620523,0.0,0.8627207656801911,0.9418560970928048,0.8207898089605097,0.6589482829474141,0.8410535000000007,0.8029119901455993,0.8355196588799148,0.7509135000000001,0.5787014210649288,0.6772416000000001,0.5728924359338652,0.8096988809698877,0.8244715912235796,0.7540341508068307,0.8890421944521095,0.8661051866105184
