Sample ID,Alpha Diversity (Shannon Index)
DC029,3.049016124976869
DC032,3.060486960419364
DC059,3.5460114526370727
DC060,3.4128122323479353
DC061,2.7188204115706602
DC062,3.5419293810216685
DC074,3.589963320373545
DC102,2.758802714620231
FB003,2.4611770321549664
FB049,3.3338381768282477
FB058,2.221627303208254
FB062,0.8220181629482923
FB064,2.4974472997756325
FB088,3.1803287586177715
FB126,3.533027433969557
FB150,3.5458970174157907
FB152,3.71270537521096
FB199,3.4653132635462014
FB219,2.6070931810297546
FB220,3.664563508451753
FB221,2.6367656774033925
FB223,3.4478921052288145
FB224,2.7755870363745814
FB244,2.9776055534047057
FB259,2.7831687869033677
FB267,3.4702794213670103
FB300,2.8348896368429837
FB318,3.0366125518236986
FB344,3.616980111032985
FB384,3.036679720395261
