DC077,DC079,DC090,DC091,DC092,FB014,FB031,FB054,FB076,FB079,FB103,FB196,FB201,FB224,FB227,FB232,FB244,FB299,FB300,FB318,FB331,FB347,FB369,FB376,FB384,FB411,FB418,FB427,FB433,FB446
0.0,0.4785389782191531,0.7919377479844365,0.7223733999999997,0.6741974348394865,0.7623080643462095,0.8612183653045911,0.7256625451325089,0.9744443961666595,0.8082518520629625,0.785975810701209,0.7693952308185688,0.8187182,0.7938086381425911,0.7685502421375603,0.9014466753616688,0.8145329999999998,0.918568387785258,0.8197046,0.7548918999999997,0.9787076936123081,0.9016488901648888,0.9054798716439617,0.8264371826437178,0.7107262710726264,0.7487091125645442,0.8553142855314286,0.8343748751562314,0.9029455902945592,0.8284281828428183
0.4785389782191531,0.0,0.7823115435376914,0.7479398134270838,0.7094190726452319,0.8555846433246073,0.8028470394305923,0.8705181323704668,0.8735223379432987,0.7254710549057892,0.7809882095058942,0.9062879140568131,0.7890922949084679,0.9142623128606531,0.8215505356898931,0.9070863185827365,0.9153583380887477,0.9250009224997233,0.8223702799333736,0.8587456635644511,0.9696138045579293,0.9257240259965912,0.8881340167798979,0.7414408904956883,0.7888385739064985,0.8456473771763112,0.7687440809395713,0.7444815766555269,0.869388745713939,0.7916456729240147
0.7919377479844365,0.7823115435376914,0.0,0.5543243222837834,0.7016585552487831,0.7886009788600978,0.7914443582888716,0.8143278721491806,0.8902458890245889,0.7107473421494687,0.8413741158625884,0.7926346481586616,0.8561634071918299,0.8488774622193659,0.871188174237635,0.8987096797419359,0.6900824154958792,0.8221092822109279,0.7627549118622546,0.7200912139954393,0.9715203928800982,0.7411618870580943,0.8655998663999667,0.7517958875897945,0.6163059808152994,0.7607667239233278,0.8230367911518396,0.8059559805955981,0.8510337925516898,0.8770498938524948
0.7223733999999997,0.7479398134270838,0.5543243222837834,0.0,0.7813581218641874,0.8627114205932869,0.8552135072393245,0.9012605098739489,0.9367822094826684,0.7941088102945597,0.822769262030758,0.9190281000000006,0.7749096675270999,0.9221802,0.8748857062557147,0.9171655041417245,0.8065345580396325,0.8959347156097927,0.8030066590980021,0.8358444492466653,0.9667890000000001,0.8884248223150354,0.8760469999999999,0.8200271359945729,0.7201100559779887,0.8495955526415565,0.7690065461986901,0.7877260318410949,0.8694596261080745,0.8164020367195927
0.6741974348394865,0.7094190726452319,0.7016585552487831,0.7813581218641874,0.0,0.8230013911500696,0.8729773809466069,0.8745009874500989,0.9667976983398846,0.8030999704649955,0.8116158282576255,0.834394966878993,0.7775139222486076,0.7952413590482716,0.7422636613395492,0.8729940809491123,0.8494740150525983,0.7373726868686341,0.8318289168171082,0.7912389208761079,0.8899954779990954,0.7552847,0.8184295636859126,0.7969895000000002,0.7416847,0.6773513483972972,0.7483726999999998,0.687425284371264,0.7740743,0.6362764999999997
0.7623080643462095,0.8555846433246073,0.7886009788600978,0.8627114205932869,0.8230013911500696,0.0,0.8946495894649589,0.7569800878490045,0.9801828999999997,0.8943695894369588,0.8490597301880536,0.5512314326847151,0.8418744237188361,0.8163442724516409,0.787218978721898,0.8993757899375787,0.6622552506617124,0.9126314,0.864095320385702,0.813009828048526,0.9907766986165047,0.8693584065320796,0.9110270866540633,0.8661652066917398,0.7788359110582044,0.7351125529774897,0.9277871036106444,0.9171324,0.9159809042009548,0.8972695051365249
0.8612183653045911,0.8028470394305923,0.7914443582888716,0.8552135072393245,0.8729773809466069,0.8946495894649589,0.0,0.9104712865706932,0.4796221479622149,0.5183031036606208,0.8609958139004191,0.8991454747863689,0.8971833051408349,0.822673455668364,0.851928670385734,0.9426262885252575,0.8953834052308296,0.9393153939315394,0.7860993106950341,0.7736350113182495,0.9768058942014735,0.9032048951602448,0.900640275160069,0.7221513861075696,0.7004172850208642,0.897110910288909,0.82237699111885,0.7918564791856482,0.7744490887224541,0.906115095305755
0.7256625451325089,0.8705181323704668,0.8143278721491806,0.9012605098739489,0.8745009874500989,0.7569800878490045,0.9104712865706932,0.0,0.9979393998969702,0.9312429896864483,0.8815932177610173,0.47936239587247925,0.902753409724659,0.5917293183458637,0.7665018649752798,0.9095182864277431,0.6694483330551668,0.8814449940722495,0.8969271103072888,0.7645186235481379,0.9896070979214197,0.8304059000000001,0.9076071815214359,0.8995991,0.7004976999999999,0.6429818535527214,0.932461,0.927493296374665,0.8855443999999998,0.9014396999999998
0.9744443961666595,0.8735223379432987,0.8902458890245889,0.9367822094826684,0.9667976983398846,0.9801828999999997,0.4796221479622149,0.9979393998969702,0.0,0.6961465696146569,0.9468892106221578,0.99993279998992,0.9518435072234741,0.9926155988923399,0.9660041966004195,0.99963659996366,0.9912954013056897,1.0,0.9433494084975887,0.9673061049040841,0.994192899128935,0.9936503003174849,0.9812128971819343,0.8473695076315245,0.8709167064541646,0.9731936053612791,0.8746057062697147,0.8726974999999999,0.8740318062984098,0.9746973012651348
0.8082518520629625,0.7254710549057892,0.7107473421494687,0.7941088102945597,0.8030999704649955,0.8943695894369588,0.5183031036606208,0.9312429896864483,0.6961465696146569,0.0,0.8181665181833486,0.9145474786368698,0.8520227073988648,0.8975096743774187,0.8436390687278137,0.8549898709979746,0.898737905063105,0.8949311894931188,0.7886060105696995,0.8278697086065145,0.9684696921174232,0.8789942939497146,0.8559635639908909,0.7236334861816753,0.7472199873609995,0.9105706089429393,0.8136841906842096,0.7873114787311478,0.7561133878056695,0.8536182926809149
