DC013,DC015,DC016,DC021,DC033,DC051,DC052,DC072,DC080,DC083,DC093,FB043,FB094,FB105,FB166,FB221,FB253,FB259,FB267,FB295,FB300,FB307,FB345,FB355,FB361,FB385,FB414,FB420,FB422,FB446
0.0,0.37040018887994336,0.42258498661225224,0.456175427191229,0.8573588071320596,0.8088740286688957,0.8465015923250794,0.7985899899294995,0.7679055187669312,0.7384046869202341,0.7922785103860744,0.7345930265406974,0.99745260025474,0.9423599057640096,0.8546887217966916,0.8414966841496679,0.9429185028540749,0.8275080172491983,0.7439998256000175,0.7609452239054777,0.8607838348040415,0.9019117245220686,0.7320665535866895,0.8021379296793101,0.8328881167111886,0.8315510999999999,0.6684609663078063,0.8604472209329171,0.8432508235123767,0.867712519843122
0.37040018887994336,0.0,0.3216755695811076,0.2141600178759973,0.9070971139354332,0.8300945424763643,0.8317357084132146,0.8825067058746648,0.8510905627726408,0.8093991095300443,0.8583587212461918,0.8360051327989738,0.9988233002353399,0.9635335072932986,0.8859195285201178,0.8898974999999999,0.9816013027598045,0.9082702183459561,0.8089117382176523,0.824919735016053,0.8948585367995121,0.942646820073613,0.8051670584498821,0.9006356248410936,0.8725079254984146,0.8659131134086887,0.7940128617961418,0.9006677248330687,0.8821844294538926,0.8741837314540672
0.42258498661225224,0.3216755695811076,0.0,0.3783792000000004,0.8824618,0.6854800314519967,0.6911729691172972,0.8325219832521981,0.8216624286649716,0.7552067755206774,0.8421552000000001,0.8068198096590096,0.9988233000588349,0.971180101440995,0.8632348136765188,0.9086849863027477,0.9841597,0.8989776050511197,0.8126232093688399,0.8104435094778243,0.878840224231955,0.9113559177288159,0.7553787366931894,0.8177268182273177,0.8624986068750699,0.8413370920668548,0.7301996404700537,0.8926219107378089,0.8087387191261282,0.812470918752908
0.456175427191229,0.2141600178759973,0.3783792000000004,0.0,0.8909422890942291,0.8303658000000007,0.8499392699878539,0.8259328651865729,0.8563827281913644,0.8172932634586525,0.9113835911383593,0.8424951921247594,0.9988232999411651,0.9023634951181748,0.8689336999999998,0.8853338713334679,0.9730899973089997,0.8771922938596146,0.8049352902467645,0.8032166901608345,0.9107652089234792,0.9321776067822395,0.7786463110676848,0.9324436,0.8630450931522549,0.8749514812427222,0.8131747093412646,0.9181417999999999,0.9131484,0.909053
0.8573588071320596,0.9070971139354332,0.8824618,0.8909422890942291,0.0,0.8265272,0.9615504923100986,0.7327464465492889,0.7360269680134834,0.6885026377005271,0.9322577932257793,0.8036313901815698,0.7908239895411995,0.9915220995761049,0.7588629999999995,0.7772325443081362,0.8374589837458983,0.7686353884317696,0.717304785865239,0.7904752895237648,0.8393723160627684,0.8709350129064986,0.8177427091128641,0.8827667999999999,0.8092461904623097,0.7721221658183244,0.7880023105998846,0.9217344,0.8896497000000001,0.8397849999999999
0.8088740286688957,0.8300945424763643,0.6854800314519967,0.8303658000000007,0.8265272,0.0,0.41246644124664417,0.6494736649473662,0.7910667164266864,0.6795227679522763,0.9012368000000002,0.8176888091155593,0.9968543001572849,0.9783285010835747,0.9125912087408792,0.881883982282597,0.9353147000000002,0.8783855060807247,0.8272383086380846,0.8769187061540646,0.8205872358825526,0.7760998447800309,0.8493841225923816,0.7702857229714278,0.8847299057635044,0.8520408926020441,0.7679919348012101,0.8543849145615082,0.7194743280525674,0.7573579242642078
0.8465015923250794,0.8317357084132146,0.6911729691172972,0.8499392699878539,0.9615504923100986,0.41246644124664417,0.0,0.800633340190002,0.8823540294124176,0.7822841346852403,0.9315968863193774,0.9410573911586086,0.998823299823495,0.9857740978661147,0.9701302970130296,0.9641996874698905,0.9923363984672797,0.9689601953440291,0.9269126890369034,0.9318916897837538,0.9112342,0.849353,0.9348661967433097,0.806084180608418,0.9502532925379935,0.9166863791715947,0.8593674929683743,0.8798472879847291,0.7093474709347474,0.7373353737335377
0.7985899899294995,0.8825067058746648,0.8325219832521981,0.8259328651865729,0.7327464465492889,0.6494736649473662,0.800633340190002,0.0,0.6915211149126688,0.6669782000934591,0.8746326749265356,0.6744859511728928,0.9471640920746138,0.940048891007334,0.7687162768716277,0.8247603386661189,0.9619590923918184,0.7526922629038398,0.7517134627570198,0.8250653737598059,0.7856258000000003,0.7725881000000002,0.7515712875785641,0.7258402725840272,0.8465788769868318,0.8100888525222133,0.5826911791345585,0.8444316844431687,0.7317074731707474,0.7750461775046178
0.7679055187669312,0.8510905627726408,0.8216624286649716,0.8563827281913644,0.7360269680134834,0.7910667164266864,0.8823540294124176,0.6915211149126688,0.0,0.3271296962778177,0.9429882714941356,0.6025102211295997,0.9891613951226278,0.9759331891699352,0.7990237196094881,0.8700505155328352,0.8624845312422655,0.5244566860055092,0.6442051398923136,0.8243001209350544,0.856352756905827,0.929733478920044,0.7487816120735646,0.9120301648120659,0.8149512167280476,0.8129283971106183,0.6874831906191162,0.9404191761676706,0.9166851666740665,0.9157557663023066
0.7384046869202341,0.8093991095300443,0.7552067755206774,0.8172932634586525,0.6885026377005271,0.6795227679522763,0.7822841346852403,0.6669782000934591,0.3271296962778177,0.0,0.9167369833473968,0.7338017600702635,0.9918629987794498,0.9853914978087247,0.8647791864779186,0.8942070629724719,0.9244347848869571,0.7436291615443739,0.7393269608990444,0.8096566714485006,0.8477850000000001,0.9073872999999998,0.7562744878137245,0.8609116860911689,0.828674074301111,0.8135877533969382,0.7205404860270238,0.9108944910894491,0.8554414855441486,0.8816290881629089
0.7922785103860744,0.8583587212461918,0.8421552000000001,0.9113835911383593,0.9322577932257793,0.9012368000000002,0.9315968863193774,0.8746326749265356,0.9429882714941356,0.9167369833473968,0.0,0.9067426953371346,0.9998080999904049,1.0,0.9781704999999999,0.8694792673698167,0.99507729950773,0.9553486977674346,0.9212658960632947,0.915872295793615,0.9042714095728591,0.7515734248426577,0.9142350042882497,0.7162525000000001,0.9311451965572596,0.8863595829539377,0.8123948093802593,0.6940590999999997,0.7448543000000001,0.7234018999999997
0.7345930265406974,0.8360051327989738,0.8068198096590096,0.8424951921247594,0.8036313901815698,0.8176888091155593,0.9410573911586086,0.6744859511728928,0.6025102211295997,0.7338017600702635,0.9067426953371346,0.0,0.9988233,0.9902941999999999,0.7764294111785293,0.7437841487568296,0.7085666854283343,0.4979039,0.5741064000000001,0.6804652999999999,0.8201254269811858,0.8659782201032669,0.6616729338327064,0.8480293075985345,0.6899657999999999,0.7444228744422876,0.5868748413125157,0.8965566051721698,0.8753594062320295,0.8964318051784101
0.99745260025474,0.9988233002353399,0.9988233000588349,0.9988232999411651,0.7908239895411995,0.9968543001572849,0.998823299823495,0.9471640920746138,0.9891613951226278,0.9918629987794498,0.9998080999904049,0.9988233,0.0,0.9988233,0.7877801106109944,0.9262248852449771,0.9988232999411649,0.9014110999999999,0.9751674999999999,0.9903253,0.9905829014125646,0.994062300890655,0.9947144005285596,0.9803256009837199,0.9913730999999999,0.9914915991491599,0.9370421062957894,0.9962569001871552,0.9837950008102498,0.9574776021261199
0.9423599057640096,0.9635335072932986,0.971180101440995,0.9023634951181748,0.9915220995761049,0.9783285010835747,0.9857740978661147,0.940048891007334,0.9759331891699352,0.9853914978087247,1.0,0.9902941999999999,0.9988233,0.0,0.9987721000613949,0.9915220983044197,0.9915220995761049,0.9853915000000001,0.9807203,0.9830679999999999,0.9808474028728896,0.9777336033399595,0.9902942009705801,0.998772100061395,0.9987720999999999,0.99877209987721,0.9765454023454598,0.9958512002074399,0.9939573003021351,0.9922416003879201
0.8546887217966916,0.8859195285201178,0.8632348136765188,0.8689336999999998,0.7588629999999995,0.9125912087408792,0.9701302970130296,0.7687162768716277,0.7990237196094881,0.8647791864779186,0.9781704999999999,0.7764294111785293,0.7877801106109944,0.9987721000613949,0.0,0.7782938667440801,1.0,0.7119401144029947,0.8091390095430496,0.7505118124744097,0.9250131149973769,0.9462776107444777,0.7883679317448103,0.9308386069161392,0.7477842126107892,0.7474179873708992,0.7199003420149481,0.9655456034454396,0.9424812057518795,0.9120607087939291
0.8414966841496679,0.8898974999999999,0.9086849863027477,0.8853338713334679,0.7772325443081362,0.881883982282597,0.9641996874698905,0.8247603386661189,0.8700505155328352,0.8942070629724719,0.8694792673698167,0.7437841487568296,0.9262248852449771,0.9915220983044197,0.7782938667440801,0.0,0.7865617466404367,0.7824162564832514,0.6473195294639059,0.7361842472368499,0.9023127951156397,0.8317423915871197,0.8478602847860286,0.8563753784563071,0.7502355500471101,0.7492586247775874,0.7438293743829374,0.8777485816622869,0.8935205840280872,0.8413576762036516
0.9429185028540749,0.9816013027598045,0.9841597,0.9730899973089997,0.8374589837458983,0.9353147000000002,0.9923363984672797,0.9619590923918184,0.8624845312422655,0.9244347848869571,0.99507729950773,0.7085666854283343,0.9988232999411649,0.9915220995761049,1.0,0.7865617466404367,0.0,0.7677227883861393,0.6950092847504644,0.8412656920632845,0.9393145060685493,0.9465775053422496,0.9547609022619552,1.0,0.9212113960605698,0.894482984172448,0.9053523047323849,0.9794425999999998,0.9986815000000001,0.9587456
0.8275080172491983,0.9082702183459561,0.8989776050511197,0.8771922938596146,0.7686353884317696,0.8783855060807247,0.9689601953440291,0.7526922629038398,0.5244566860055092,0.7436291615443739,0.9553486977674346,0.4979039,0.9014110999999999,0.9853915000000001,0.7119401144029947,0.7824162564832514,0.7677227883861393,0.0,0.6186598000000008,0.755928,0.8886109167083623,0.9572903064064539,0.7024777297522273,0.9441425027928746,0.7539279999999998,0.7994716799471681,0.6443656355634362,0.9589207020539651,0.94702180264891,0.9353997032300146
0.7439998256000175,0.8089117382176523,0.8126232093688399,0.8049352902467645,0.717304785865239,0.8272383086380846,0.9269126890369034,0.7517134627570198,0.6442051398923136,0.7393269608990444,0.9212658960632947,0.5741064000000001,0.9751674999999999,0.9807203,0.8091390095430496,0.6473195294639059,0.6950092847504644,0.6186598000000008,0.0,0.6502217000000007,0.8000812299878154,0.8518717222192415,0.6882775311722469,0.9025404048729796,0.7074741000000004,0.7171495717149575,0.6541606345839363,0.8957407052129646,0.8980205050989748,0.8486217075689143
0.7609452239054777,0.824919735016053,0.8104435094778243,0.8032166901608345,0.7904752895237648,0.8769187061540646,0.9318916897837538,0.8250653737598059,0.8243001209350544,0.8096566714485006,0.915872295793615,0.6804652999999999,0.9903253,0.9830679999999999,0.7505118124744097,0.7361842472368499,0.8412656920632845,0.755928,0.6502217000000007,0.0,0.8021901296714804,0.8462179230673117,0.7174182282581772,0.8975713051214348,0.2780903,0.294436729443673,0.8284396171560381,0.8833645058317745,0.9053501047324947,0.9102540044873002
0.8607838348040415,0.8948585367995121,0.878840224231955,0.9107652089234792,0.8393723160627684,0.8205872358825526,0.9112342,0.7856258000000003,0.856352756905827,0.8477850000000001,0.9042714095728591,0.8201254269811858,0.9905829014125646,0.9808474028728896,0.9250131149973769,0.9023127951156397,0.9393145060685493,0.8886109167083623,0.8000812299878154,0.8021901296714804,0.0,0.8411581476525557,0.7626404593398851,0.8864432227113556,0.8164539275319107,0.7697238115138093,0.8542763364309162,0.8935819212836157,0.8800674239865149,0.8831970233605951
0.9019117245220686,0.942646820073613,0.9113559177288159,0.9321776067822395,0.8709350129064986,0.7760998447800309,0.849353,0.7725881000000002,0.929733478920044,0.9073872999999998,0.7515734248426577,0.8659782201032669,0.994062300890655,0.9777336033399595,0.9462776107444777,0.8317423915871197,0.9465775053422496,0.9572903064064539,0.8518717222192415,0.8462179230673117,0.8411581476525557,0.0,0.9016266245933438,0.7551000489799901,0.8584521212321817,0.815135509243225,0.8268125432968637,0.4932509013498198,0.7389473522105297,0.7495385500922903
0.7320665535866895,0.8051670584498821,0.7553787366931894,0.7786463110676848,0.8177427091128641,0.8493841225923816,0.9348661967433097,0.7515712875785641,0.7487816120735646,0.7562744878137245,0.9142350042882497,0.6616729338327064,0.9947144005285596,0.9902942009705801,0.7883679317448103,0.8478602847860286,0.9547609022619552,0.7024777297522273,0.6882775311722469,0.7174182282581772,0.7626404593398851,0.9016266245933438,0.0,0.8799596180060573,0.7414124258587577,0.7496699999999998,0.7608887478222504,0.9111761133235826,0.8938138159279276,0.9088451136732327
0.8021379296793101,0.9006356248410936,0.8177268182273177,0.9324436,0.8827667999999999,0.7702857229714278,0.806084180608418,0.7258402725840272,0.9120301648120659,0.8609116860911689,0.7162525000000001,0.8480293075985345,0.9803256009837199,0.998772100061395,0.9308386069161392,0.8563753784563071,1.0,0.9441425027928746,0.9025404048729796,0.8975713051214348,0.8864432227113556,0.7551000489799901,0.8799596180060573,0.0,0.909362504531875,0.8341172917058643,0.5893630615955405,0.7596811240318875,0.3249355675064435,0.5669736433026353
0.8328881167111886,0.8725079254984146,0.8624986068750699,0.8630450931522549,0.8092461904623097,0.8847299057635044,0.9502532925379935,0.8465788769868318,0.8149512167280476,0.828674074301111,0.9311451965572596,0.6899657999999999,0.9913730999999999,0.9987720999999999,0.7477842126107892,0.7502355500471101,0.9212113960605698,0.7539279999999998,0.7074741000000004,0.2780903,0.8164539275319107,0.8584521212321817,0.7414124258587577,0.909362504531875,0.0,0.2886059288605928,0.8556391144360888,0.8967267051636646,0.9233373038331352,0.9199236040038199
