DC002,DC007,DC035,DC038,DC044,DC045,DC046,DC049,DC051,FB009,FB031,FB040,FB061,FB062,FB063,FB076,FB079,FB130,FB132,FB144,FB146,FB156,FB207,FB232,FB244,FB363,FB374,FB379,FB385,FB409
0.0,0.36447993177600313,0.9494462050553798,0.8464454,0.8628955205656718,0.6856226943131911,0.6813663477950478,0.628469118576544,0.6266422373357761,0.8977946051102701,0.9300403965020199,0.8929083892908392,0.9576891042310897,0.9928172000000001,0.9234126038293697,0.9742975012851249,0.9099561954978099,0.7129010287098968,0.8393909919695494,0.7000271599945683,0.6791364679136472,0.4972124508362646,0.903039614544058,0.98361679918084,0.9510177097964578,0.8864361943218099,0.8724173127582686,0.99173650082635,0.7719151885957601,0.9051531000000002
0.36447993177600313,0.0,0.9404577029771147,0.8872937943646896,0.9120255087974493,0.8023345494163627,0.8505191149480886,0.7653631000000001,0.8183399090830049,0.9144777,0.9154053915405391,0.9292936893940533,0.9508199024590049,0.99334739966737,0.9145299999999997,0.9632341999999999,0.8980483898048389,0.7792349110382546,0.871783287178329,0.8393576240963562,0.8085506712826008,0.4959411260147183,0.8221928177807177,0.9878531987853197,0.9526910070963486,0.8971253897125391,0.8633851068307447,0.9929408003529601,0.699914269991427,0.9099095954954797
0.9494462050553798,0.9404577029771147,0.0,0.5927278,0.5767850634822403,0.9682237095328871,0.961216205817569,0.9359354032032299,0.9410555058944496,0.9143388042830596,0.8796127939806396,0.7963063796306376,0.7937801206219881,1.0,0.8195174090241295,0.9466545026672748,0.8493135924656796,0.907224409277559,0.9119177955958901,0.8904341219131752,0.8220955822095581,0.9262277221316836,0.7534154369876839,0.7956638897831944,0.6295949740810051,0.8854601942730096,0.9288733071126694,0.9465693053430694,0.8675191933759594,0.8620893000000002
0.8464454,0.8872937943646896,0.5927278,0.0,0.43387632830618345,0.9049084190183162,0.8391333080433343,0.8344859917242996,0.8378841000000002,0.8660106933005345,0.8163321724498258,0.9123552824710565,0.9439884,0.98993069899307,0.7474459873722995,0.8746056937302846,0.7767455665118354,0.8477213999999998,0.867590380138557,0.7395921260407874,0.7430597486119497,0.7443407511318497,0.7961722101913895,0.767942765191415,0.8391356160864386,0.8469608770441317,0.8751453000000003,0.9751356999999998,0.8648906797336022,0.8831324883132485
0.8628955205656718,0.9120255087974493,0.5767850634822403,0.43387632830618345,0.0,0.9328417235053968,0.8880986223802753,0.905992709400729,0.8795537180669419,0.8831356116864386,0.9330451999999997,0.9247945962397296,0.942915708562644,0.99353240032338,0.8677096132290388,0.9740546025945398,0.9290733999999999,0.8919250162112476,0.9113419999999999,0.7751452562136864,0.7687607884380391,0.900672434764648,0.7911423417715313,0.8677498999999995,0.7092256726935816,0.8785409000000001,0.9362932095560188,0.9871636019254597,0.8859450000000002,0.8720596063970196
0.6856226943131911,0.8023345494163627,0.9682237095328871,0.9049084190183162,0.9328417235053968,0.0,0.560747153738496,0.5076739230815188,0.33211450036564966,0.8778802305299426,0.9271690109246482,0.8567740143225988,0.9285942214217334,0.9982626003474798,0.9133477216630697,0.9829322042669488,0.8640380203942973,0.8811299356610193,0.8467913229813017,0.7833332866666851,0.7454811254518874,0.7557510221244893,0.9082234321217985,0.9100487134926928,0.8930782427687028,0.8268685259697212,0.8575006427498068,0.9280028215991534,0.7915833312624999,0.8664979267004148
0.6813663477950478,0.8505191149480886,0.961216205817569,0.8391333080433343,0.8880986223802753,0.560747153738496,0.0,0.3652909634709038,0.3907187913921814,0.781660321833968,0.9525994999999999,0.7938969896948493,0.8852842172073674,0.9992579000371049,0.8226569177343078,0.99495260050474,0.8848926999999996,0.8550147217477918,0.8427873999999999,0.645448688637828,0.553459077672954,0.8066826676610663,0.8651226269754746,0.9311982999999999,0.8661193334701667,0.7595358000000001,0.9414947087757937,0.8673541198968824,0.8815135,0.8036611098169445
0.628469118576544,0.7653631000000001,0.9359354032032299,0.8344859917242996,0.905992709400729,0.5076739230815188,0.3652909634709038,0.0,0.3949572302521384,0.7681932000000002,0.8882531888253192,0.7964365694654854,0.8897529055123544,1.0,0.799664,0.9233847000000001,0.8104459810445981,0.8277672086116401,0.7875602787560283,0.5920523611921461,0.5615790342368552,0.7510200622449844,0.840769815923018,0.9318221931822196,0.8810062178490671,0.7529518752951877,0.8718603064069845,0.8701570064921496,0.8523351852335189,0.8317766915888344
0.6266422373357761,0.8183399090830049,0.9410555058944496,0.8378841000000002,0.8795537180669419,0.33211450036564966,0.3907187913921814,0.3949572302521384,0.0,0.8363462081826898,0.9076775953838797,0.8289210828921085,0.9277792072220793,0.9957276999999999,0.8408969079551546,0.9729232013538401,0.8479058923952948,0.8167165183283479,0.7994214899710748,0.634844373031126,0.5694551569455157,0.7675950697214792,0.8646540203018969,0.9093762954688146,0.871007925798415,0.7587811879390591,0.8733886126611387,0.9015843098415689,0.8520408926020441,0.8229362999999998
0.8977946051102701,0.9144777,0.9143388042830596,0.8660106933005345,0.8831356116864386,0.8778802305299426,0.781660321833968,0.7681932000000002,0.8363462081826898,0.0,0.8675556867555685,0.8224190733628608,0.8627957068602145,0.99353239967662,0.8534136000000003,0.9978492,0.8877982887798289,0.8957015052149253,0.7982279798227983,0.6789028481645729,0.7002615550392332,0.9100398224900441,0.7627249237275078,0.915421491542149,0.7536560369515944,0.7384065738406574,0.9368718031564097,0.7669126116543695,0.8230044823004482,0.6854932842746638
