DC012,DC013,DC019,DC056,DC062,DC099,FB043,FB097,FB100,FB103,FB105,FB121,FB140,FB145,FB159,FB170,FB178,FB194,FB213,FB219,FB227,FB266,FB291,FB295,FB302,FB341,FB350,FB361,FB376,FB389
0.0,0.9106340044683001,1.0,0.6911155617768872,0.8910576509759429,0.9049283952464198,0.8573961928698101,0.8269635173036483,0.8610227000000001,0.45523198171520307,1.0,0.8091175713676352,0.7976178696426801,0.7797276,0.699262139852428,0.8231545353690924,0.7965426796542677,0.8151096,0.7714358542871705,0.9774198011290101,0.8846631826994776,0.7811274562254916,0.7594986601253353,0.8230169911508493,0.859081,0.8718788807818325,0.7613207477358506,0.8637630931881547,0.8475583000000001,0.8391854597963652
0.9106340044683001,0.0,0.9632115036788497,0.8873354394325963,0.7771425331427597,0.8887053111294692,0.7345930265406974,0.9341956164510957,0.7749439337584095,0.8479758456072456,0.9423599057640096,0.8302552,0.8527100999999996,0.7131374430293838,0.881126894056345,0.6787030124539459,0.7611844119407793,0.7500381374942794,0.8298733914936693,0.7790382441923512,0.8712857,0.7983179899158994,0.7633899946440017,0.7609452239054777,0.7146965427955186,0.8425862999999998,0.7963470712785252,0.8328881167111886,0.7262833410574988,0.6555436655543665
1.0,0.9632115036788497,0.0,0.9901575024606244,1.0,1.0,0.9980053,1.0,1.0,1.0,1.0,0.9899259989925998,0.9993174999317499,0.98414060079297,0.99993359999004,0.9833326041668489,0.9508534975426749,0.8955926052203697,0.9821202973180446,1.0,1.0,0.9936285990442897,1.0,0.9681466000000001,0.97124300143785,0.8954995895499589,0.9594771101307225,0.9923072999999999,0.9746479012676048,0.9336882867376574
0.6911155617768872,0.8873354394325963,0.9901575024606244,0.0,0.8479594771939213,0.8772469306882676,0.8315445421138641,0.8228407708636917,0.8086014574195627,0.8138663837601269,0.9890196027450995,0.8951080157337981,0.7410999388350084,0.8763332371000283,0.5770815422918459,0.8296730851634576,0.8556897288620543,0.8909890327032902,0.7818352218164779,0.9181925286326149,0.8602897209565422,0.7431298256870177,0.8033358081653056,0.8787614303096433,0.7717679684696092,0.8215256267711561,0.8488273755863119,0.875797631050592,0.8112108566367426,0.8444554077772296
0.8910576509759429,0.7771425331427597,1.0,0.8479594771939213,0.0,0.9062471624988647,0.7937755175102069,0.8845422711355675,0.8761941566679549,0.8465264693052943,0.9902941961176785,0.8228854114427058,0.8405469202734598,0.830559840695945,0.8732544302899367,0.8920644838096725,0.7943319074493587,0.8288202400870835,0.7816489799069386,0.8208836462650936,0.8243665121832557,0.7515838633711247,0.7942754794275475,0.8039638215855287,0.7358698075544323,0.8109736054868024,0.8203921730588261,0.8365117346046942,0.7688623191018118,0.7753296651977986
0.9049283952464198,0.8887053111294692,1.0,0.8772469306882676,0.9062471624988647,0.0,0.8638663,0.949888507516724,0.8053778097311097,0.7328529534294101,0.9987721000000002,0.8301386830138685,0.8677548867754883,0.8101385094930748,0.8794807819221172,0.7138457715385573,0.7832551891627594,0.8521519073924048,0.9261575889236384,0.8964851103514891,0.7661142766114276,0.8888879833331976,0.9068366279490115,0.7926465000000001,0.8437029078148549,0.9416824941682495,0.8381683404579149,0.7885993000000003,0.9178371041081445,0.8420175684035139
0.8573961928698101,0.7345930265406974,0.9980053,0.8315445421138641,0.7937755175102069,0.8638663,0.0,0.8289192256621165,0.8598059070097047,0.8056588388682326,0.9902941999999999,0.6912136691213672,0.7150829715082964,0.6492263175386845,0.8754045813106869,0.5099126225218441,0.665596383279819,0.8819303059034844,0.7863082679462402,0.9022761097723891,0.8332628833262883,0.7785260667789097,0.9094536271639122,0.6804652999999999,0.7355131132243441,0.8483939848393983,0.7464250633937344,0.6899657999999999,0.7874403106279844,0.7389133477826696
0.8269635173036483,0.9341956164510957,1.0,0.8228407708636917,0.8845422711355675,0.949888507516724,0.8289192256621165,0.0,0.8674371265125743,0.8813423415301803,0.9894496015825597,0.8573205071339745,0.7668235116588246,0.8906171218765755,0.7265328999999998,0.8781897487241005,0.8147604185239581,0.9443072111385575,0.8833234999999998,0.9505125123718717,0.8594353070282347,0.8512579999999997,0.9063036421633613,0.8252209262168612,0.824364535127093,0.9424112028794401,0.8269029692388123,0.8255721261641811,0.8902536219492757,0.8871840943592048
0.8610227000000001,0.7749439337584095,1.0,0.8086014574195627,0.8761941566679549,0.8053778097311097,0.8598059070097047,0.8674371265125743,0.0,0.8450678387330403,0.9796966010151699,0.8463202923160145,0.6722058836102938,0.658854234114577,0.8118207811820777,0.8561918431424472,0.7812827000000001,0.8668979133102088,0.8481518848151884,0.9131222130316684,0.7185389859269495,0.8174694817469483,0.9068779325927236,0.7770663111466847,0.7452005254799473,0.9050898952544951,0.7834674649597608,0.8377810081109498,0.8877645112235487,0.8882031832304778
0.45523198171520307,0.8479758456072456,1.0,0.8138663837601269,0.8465264693052943,0.7328529534294101,0.8056588388682326,0.8813423415301803,0.8450678387330403,0.0,0.9983145003370998,0.6103193389680664,0.7875738212426171,0.7698375575406113,0.8309148084542597,0.7767745004514752,0.6154577576813367,0.6786975803256053,0.7161565141921752,0.9041830287450916,0.8197057180294286,0.7336177133191143,0.730472734763633,0.6466261706747666,0.7516289620927593,0.8631248136875188,0.6939609377175788,0.7137962572407486,0.8336740415814897,0.8132807000000005
1.0,0.9423599057640096,1.0,0.9890196027450995,0.9902941961176785,0.9987721000000002,0.9902941999999999,0.9894496015825597,0.9796966010151699,0.9983145003370998,0.0,0.99877209987721,0.9915220991522099,0.99029420048529,0.99385119907768,0.9487413128146719,0.9980203999010201,1.0,0.9915220987283148,0.9910877008912299,0.99606479960648,0.99367339905101,0.9867104039868788,0.9830679999999999,0.9902942004852898,0.9959067995906798,0.9952344011913998,0.9987720999999999,0.9789634010518299,0.9788974957794992
0.8091175713676352,0.8302552,0.9899259989925998,0.8951080157337981,0.8228854114427058,0.8301386830138685,0.6912136691213672,0.8573205071339745,0.8463202923160145,0.6103193389680664,0.99877209987721,0.0,0.8196997639399521,0.7712238885611945,0.9119556779889197,0.8282785257582206,0.3143853971578096,0.7684264884213244,0.7128068282017068,0.9308209000000005,0.7863516572703317,0.7154683288670818,0.8188369362326129,0.3159542315954234,0.7158949857947489,0.8507172701434543,0.48686917696962345,0.3463371346337136,0.8227570911378549,0.8231964469589341
0.7976178696426801,0.8527100999999996,0.9993174999317499,0.7410999388350084,0.8405469202734598,0.8677548867754883,0.7150829715082964,0.7668235116588246,0.6722058836102938,0.7875738212426171,0.9915220991522099,0.8196997639399521,0.0,0.7230821861541089,0.7938565484641364,0.674510048823492,0.7258334588750182,0.8432066921603343,0.7824294456073605,0.8621936999999998,0.7503400500680099,0.651910112977528,0.7322599535480092,0.7426485742648574,0.5468249773412487,0.9117442823488562,0.7146629428005581,0.7814334781433471,0.8330768916538439,0.8438987531696259
0.7797276,0.7131374430293838,0.98414060079297,0.8763332371000283,0.830559840695945,0.8101385094930748,0.6492263175386845,0.8906171218765755,0.658854234114577,0.7698375575406113,0.99029420048529,0.7712238885611945,0.7230821861541089,0.0,0.8428152842815284,0.5643552306934306,0.7072387000000001,0.7690847230915279,0.7336561733656172,0.9087047136942933,0.8443340922167043,0.7712240771224077,0.8142758650034475,0.7518364124081799,0.7418970258102975,0.8646998932349946,0.7160672851798145,0.7705845114707741,0.8228310177168981,0.7831361674704252
0.699262139852428,0.881126894056345,0.99993359999004,0.5770815422918459,0.8732544302899367,0.8794807819221172,0.8754045813106869,0.7265328999999998,0.8118207811820777,0.8309148084542597,0.99385119907768,0.9119556779889197,0.7938565484641364,0.8428152842815284,0.0,0.857212514278748,0.870087374017475,0.902848290284829,0.8284661485398441,0.9236061961803095,0.873881768470442,0.7803986341195902,0.8172177274173411,0.8855664828349723,0.8194832819483283,0.8038736509684127,0.8603835139616485,0.9005724850858728,0.8471282847128285,0.8580106503037278
0.8231545353690924,0.6787030124539459,0.9833326041668489,0.8296730851634576,0.8920644838096725,0.7138457715385573,0.5099126225218441,0.8781897487241005,0.8561918431424472,0.7767745004514752,0.9487413128146719,0.8282785257582206,0.674510048823492,0.5643552306934306,0.857212514278748,0.0,0.7701780459643904,0.8750274374917684,0.8455976154402383,0.945129919204528,0.904488614326708,0.8334358166564184,0.8307443930905843,0.7531290617177344,0.7865665640300309,0.8839777174033422,0.7445807277096365,0.7710224572443857,0.8223565532930341,0.7639376118031195
0.7965426796542677,0.7611844119407793,0.9508534975426749,0.8556897288620543,0.7943319074493587,0.7832551891627594,0.665596383279819,0.8147604185239581,0.7812827000000001,0.6154577576813367,0.9980203999010201,0.3143853971578096,0.7258334588750182,0.7072387000000001,0.870087374017475,0.7701780459643904,0.0,0.6938665000000003,0.6546132309226456,0.8953611052319441,0.7364361604654243,0.649621529924306,0.7704877573780607,0.23239776161988823,0.6603364999999997,0.7416826612523988,0.3304655339068932,0.3936734696836734,0.7399982,0.7237243309310827
0.8151096,0.7500381374942794,0.8955926052203697,0.8909890327032902,0.8288202400870835,0.8521519073924048,0.8819303059034844,0.9443072111385575,0.8668979133102088,0.6786975803256053,1.0,0.7684264884213244,0.8432066921603343,0.7690847230915279,0.902848290284829,0.8750274374917684,0.6938665000000003,0.0,0.658530665853067,0.8966819154977124,0.7521125876056298,0.6945002694500272,0.7344757929334725,0.7926025103698741,0.7537646246235377,0.7636458881822948,0.7554563733630881,0.8471767076411645,0.8225182177481779,0.7768067665210153
0.7714358542871705,0.8298733914936693,0.9821202973180446,0.7818352218164779,0.7816489799069386,0.9261575889236384,0.7863082679462402,0.8833234999999998,0.8481518848151884,0.7161565141921752,0.9915220987283148,0.7128068282017068,0.7824294456073605,0.7336561733656172,0.8284661485398441,0.8455976154402383,0.6546132309226456,0.658530665853067,0.0,0.838830491941524,0.7784057446014362,0.3235495970648793,0.7021457446781385,0.7793616669042502,0.591863459186346,0.7352370338092582,0.7679871232012876,0.8314590747188612,0.6062186606218664,0.7370114079539929
0.9774198011290101,0.7790382441923512,1.0,0.9181925286326149,0.8208836462650936,0.8964851103514891,0.9022761097723891,0.9505125123718717,0.9131222130316684,0.9041830287450916,0.9910877008912299,0.9308209000000005,0.8621936999999998,0.9087047136942933,0.9236061961803095,0.945129919204528,0.8953611052319441,0.8966819154977124,0.838830491941524,0.0,0.8426781000000002,0.7781786889089348,0.8412311635075352,0.9133087086691292,0.7521368371794741,0.9441332000000002,0.9260756258735311,0.9370165062983492,0.8927006160949078,0.8690153869015388
0.8846631826994776,0.8712857,1.0,0.8602897209565422,0.8243665121832557,0.7661142766114276,0.8332628833262883,0.8594353070282347,0.7185389859269495,0.8197057180294286,0.99606479960648,0.7863516572703317,0.7503400500680099,0.8443340922167043,0.873881768470442,0.904488614326708,0.7364361604654243,0.7521125876056298,0.7784057446014362,0.8426781000000002,0.0,0.742766035691509,0.8184082363183531,0.7619910761991078,0.7327316866365846,0.8449973689994741,0.7736643339503501,0.8147774814777481,0.8511019925550997,0.8344474503342351
0.7811274562254916,0.7983179899158994,0.9936285990442897,0.7431298256870177,0.7515838633711247,0.8888879833331976,0.7785260667789097,0.8512579999999997,0.8174694817469483,0.7336177133191143,0.99367339905101,0.7154683288670818,0.651910112977528,0.7712240771224077,0.7803986341195902,0.8334358166564184,0.649621529924306,0.6945002694500272,0.3235495970648793,0.7781786889089348,0.742766035691509,0.0,0.6543646518453021,0.7552116632817503,0.4479297447929744,0.7013122253280565,0.7818337218166276,0.8040307706046158,0.5990480599048059,0.7021524957533736
0.7594986601253353,0.7633899946440017,1.0,0.8033358081653056,0.7942754794275475,0.9068366279490115,0.9094536271639122,0.9063036421633613,0.9068779325927236,0.730472734763633,0.9867104039868788,0.8188369362326129,0.7322599535480092,0.8142758650034475,0.8172177274173411,0.8307443930905843,0.7704877573780607,0.7344757929334725,0.7021457446781385,0.8412311635075352,0.8184082363183531,0.6543646518453021,0.0,0.8453288464013461,0.7261045958633917,0.7990530401893922,0.8107017041140627,0.8805597358320791,0.762832383008666,0.7350095264990473
0.8230169911508493,0.7609452239054777,0.9681466000000001,0.8787614303096433,0.8039638215855287,0.7926465000000001,0.6804652999999999,0.8252209262168612,0.7770663111466847,0.6466261706747666,0.9830679999999999,0.3159542315954234,0.7426485742648574,0.7518364124081799,0.8855664828349723,0.7531290617177344,0.23239776161988823,0.7926025103698741,0.7793616669042502,0.9133087086691292,0.7619910761991078,0.7552116632817503,0.8453288464013461,0.0,0.706157414692129,0.8366863836686382,0.3124580718854824,0.2780903,0.8066715096664244,0.7870011574002319
0.859081,0.7146965427955186,0.97124300143785,0.7717679684696092,0.7358698075544323,0.8437029078148549,0.7355131132243441,0.824364535127093,0.7452005254799473,0.7516289620927593,0.9902942004852898,0.7158949857947489,0.5468249773412487,0.7418970258102975,0.8194832819483283,0.7865665640300309,0.6603364999999997,0.7537646246235377,0.591863459186346,0.7521368371794741,0.7327316866365846,0.4479297447929744,0.7261045958633917,0.706157414692129,0.0,0.7573842878692147,0.7388829783351065,0.7577971121101442,0.7212985278701473,0.7364103604615543
0.8718788807818325,0.8425862999999998,0.8954995895499589,0.8215256267711561,0.8109736054868024,0.9416824941682495,0.8483939848393983,0.9424112028794401,0.9050898952544951,0.8631248136875188,0.9959067995906798,0.8507172701434543,0.9117442823488562,0.8646998932349946,0.8038736509684127,0.8839777174033422,0.7416826612523988,0.7636458881822948,0.7352370338092582,0.9441332000000002,0.8449973689994741,0.7013122253280565,0.7990530401893922,0.8366863836686382,0.7573842878692147,0.0,0.8547549217867622,0.884908488490849,0.6944683847234199,0.712874613862384
0.7613207477358506,0.7963470712785252,0.9594771101307225,0.8488273755863119,0.8203921730588261,0.8381683404579149,0.7464250633937344,0.8269029692388123,0.7834674649597608,0.6939609377175788,0.9952344011913998,0.48686917696962345,0.7146629428005581,0.7160672851798145,0.8603835139616485,0.7445807277096365,0.3304655339068932,0.7554563733630881,0.7679871232012876,0.9260756258735311,0.7736643339503501,0.7818337218166276,0.8107017041140627,0.3124580718854824,0.7388829783351065,0.8547549217867622,0.0,0.30808137297965665,0.824292052712384,0.79759461012027
0.8637630931881547,0.8328881167111886,0.9923072999999999,0.875797631050592,0.8365117346046942,0.7885993000000003,0.6899657999999999,0.8255721261641811,0.8377810081109498,0.7137962572407486,0.9987720999999999,0.3463371346337136,0.7814334781433471,0.7705845114707741,0.9005724850858728,0.7710224572443857,0.3936734696836734,0.8471767076411645,0.8314590747188612,0.9370165062983492,0.8147774814777481,0.8040307706046158,0.8805597358320791,0.2780903,0.7577971121101442,0.884908488490849,0.30808137297965665,0.0,0.8343938082803093,0.8399822679964536
0.8475583000000001,0.7262833410574988,0.9746479012676048,0.8112108566367426,0.7688623191018118,0.9178371041081445,0.7874403106279844,0.8902536219492757,0.8877645112235487,0.8336740415814897,0.9789634010518299,0.8227570911378549,0.8330768916538439,0.8228310177168981,0.8471282847128285,0.8223565532930341,0.7399982,0.8225182177481779,0.6062186606218664,0.8927006160949078,0.8511019925550997,0.5990480599048059,0.762832383008666,0.8066715096664244,0.7212985278701473,0.6944683847234199,0.824292052712384,0.8343938082803093,0.0,0.4322266148339921
0.8391854597963652,0.6555436655543665,0.9336882867376574,0.8444554077772296,0.7753296651977986,0.8420175684035139,0.7389133477826696,0.8871840943592048,0.8882031832304778,0.8132807000000005,0.9788974957794992,0.8231964469589341,0.8438987531696259,0.7831361674704252,0.8580106503037278,0.7639376118031195,0.7237243309310827,0.7768067665210153,0.7370114079539929,0.8690153869015388,0.8344474503342351,0.7021524957533736,0.7350095264990473,0.7870011574002319,0.7364103604615543,0.712874613862384,0.79759461012027,0.8399822679964536,0.4322266148339921,0.0
