species_name,DC001,DC002,DC003,DC004,DC005,DC006,DC007,DC008,DC009,DC010,DC011,DC012,DC013,DC014,DC015,DC016,DC017,DC018,DC019,DC020,DC021,DC022,DC024,DC025,DC026,DC027,DC028,DC029,DC030,DC031,DC032,DC033,DC034,DC035,DC036,DC037,DC038,DC039,DC040,DC041,DC042,DC043,DC044,DC045,DC046,DC047,DC048,DC049,DC050,DC051,DC052,DC053,DC054,DC055,DC056,DC057,DC058,DC059,DC060,DC061,DC062,DC063,DC064,DC071,DC072,DC073,DC074,DC075,DC076,DC077,DC079,DC080,DC081,DC082,DC083,DC084,DC085,DC086,DC087,DC088,DC089,DC090,DC091,DC092,DC093,DC094,DC095,DC096,DC099,DC102,FB001,FB002,FB003,FB004,FB006,FB009,FB010,FB014,FB015,FB016,FB017,FB018,FB026,FB031,FB033,FB034,FB035,FB036,FB037,FB039,FB040,FB041,FB043,FB048,FB049,FB053,FB054,FB057,FB058,FB059,FB061,FB062,FB063,FB064,FB065,FB072,FB074,FB076,FB077,FB079,FB082,FB084,FB086,FB087,FB088,FB089,FB091,FB094,FB095,FB096,FB097,FB099,FB100,FB103,FB104,FB105,FB106,FB108,FB109,FB110,FB111,FB112,FB113,FB114,FB116,FB118,FB119,FB121,FB124,FB125,FB126,FB128,FB130,FB131,FB132,FB133,FB134,FB135,FB137,FB139,FB140,FB143,FB144,FB145,FB146,FB147,FB150,FB151,FB152,FB155,FB156,FB158,FB159,FB161,FB163,FB164,FB165,FB166,FB167,FB168,FB169,FB170,FB171,FB173,FB174,FB175,FB176,FB177,FB178,FB180,FB185,FB186,FB187,FB188,FB190,FB191,FB192,FB193,FB194,FB196,FB199,FB200,FB201,FB204,FB206,FB207,FB211,FB213,FB217,FB219,FB220,FB221,FB223,FB224,FB225,FB227,FB229,FB232,FB234,FB235,FB237,FB239,FB240,FB242,FB244,FB246,FB247,FB253,FB255,FB259,FB262,FB266,FB267,FB275,FB276,FB277,FB280,FB282,FB285,FB290,FB291,FB294,FB295,FB299,FB300,FB301,FB302,FB306,FB307,FB308,FB310,FB311,FB312,FB313,FB314,FB315,FB316,FB318,FB319,FB320,FB321,FB323,FB325,FB330,FB331,FB332,FB334,FB336,FB337,FB338,FB340,FB341,FB344,FB345,FB347,FB348,FB350,FB351,FB353,FB354,FB355,FB356,FB357,FB359,FB360,FB361,FB363,FB367,FB369,FB370,FB371,FB374,FB375,FB376,FB379,FB380,FB382,FB383,FB384,FB385,FB386,FB387,FB389,FB390,FB391,FB393,FB394,FB395,FB396,FB398,FB399,FB400,FB402,FB404,FB407,FB408,FB409,FB410,FB411,FB412,FB413,FB414,FB418,FB420,FB422,FB423,FB424,FB427,FB430,FB432,FB433,FB435,FB437,FB438,FB439,FB441,FB442,FB443,FB444,FB445,FB446,FB447,FB448
Faecalibacterium prausnitzii,0.88312,4.15614,3.26882,0.63443,0.58702,0.0,1.62361,0.0,0.0,7.03993,0.0,5.7904,0.0,0.0,0.0,0.07408,0.0,0.0,0.0,0.18135,0.0,0.07617,4.7678,7.54138,11.3353,20.78882,2.23684,0.30765,16.57359,7.64065,11.90706,14.7683,16.50982,1.49752,0.47947,3.46751,2.94238,1.76751,1.4433,1.65642,4.5951,2.151,3.45466,0.65641,7.2145,1.99792,11.98067,1.29667,0.5379,1.53873,0.0,0.0,1.43886,0.9081,2.11376,0.8083,0.84689,0.22382,0.28179,0.399,1.1008,0.41607,0.17734,2.13351,5.74319,0.32778,1.46272,0.0,3.76113,2.83325,1.11232,8.38513,7.57756,2.21675,13.80697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05325,1.3915,0.0,0.0,4.29736,2.04529,0.0,0.01643,0.0,1.59478,0.0,0.0,0.0,0.21343,0.0,0.43596,0.30806,0.0,0.0,0.0,0.0,0.0,0.04024,0.0,0.0,0.01687,0.0,0.0,0.16432,0.0,0.4657,0.0,0.08742,0.0,0.0,0.0,0.0,1.81479,0.0,0.0,0.0,0.0,0.87407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.51235,0.0,0.0,0.3358,0.0,0.0,1.35894,4.54644,1.06468,0.0,0.0,1.2672,0.0,0.0,1.31229,0.0,0.0,0.29619,0.97545,0.0,0.79023,1.45416,0.92375,0.0,0.70699,0.0,0.0,0.0,0.0,1.28183,2.83581,0.9592,0.30328,0.10301,0.44784,0.71094,1.11831,1.4318,1.67316,0.11194,0.0,0.0,0.0,0.0,0.63979,0.0,0.28629,1.5819,0.79175,0.0,3.04565,0.0,0.52483,0.0,0.29632,1.01478,1.01295,3.4856,2.49194,0.78883,0.38103,0.02876,0.08131,0.43454,0.0,0.0,0.0,0.3419,0.0,0.0,0.0,0.0,0.0,0.11156,0.0,0.11217,0.0,0.0,0.0,0.0,3.48785,0.03003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.50473,0.0,0.0,0.37887,0.0,0.0,0.0,1.61268,0.0,0.0,0.0,0.0,0.0,0.0,1.53624,0.0,0.0,0.0,0.12587,0.24624,0.0,0.0,1.76995,2.40102,0.0,0.0,0.0,3.67273,0.0,2.64929,0.0,0.0,0.0,0.0,0.0,0.87482,0.0,1.56787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38188,0.0,0.0,0.0,0.46233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03922,0.0,2.10612,0.0,0.0,0.0,0.0,0.0,0.06745,0.08234,0.0,0.25899,0.0,0.0,0.0,0.7607,0.33574,0.0,0.0,0.0,0.04453,0.0,0.0,0.0,0.0,0.01047,0.0,0.0,0.0,0.0,0.0,0.0,0.01096,0.0,0.689,0.0,0.0,0.0,6.08628,0.0,0.0,0.0,0.0,0.0,0.94022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82179,0.0,1.33651,0.19949,1.7341,0.0,0.0,0.0
Fusicatenibacter saccharivorans,0.0,1.11662,0.12883,0.0,1.27934,0.20162,0.715,0.62379,1.77729,0.85216,0.0,0.45419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4154,0.43862,0.64637,0.31497,0.50669,2.04916,0.94912,0.80835,0.00243,0.0,1.6631,1.10412,0.0,1.28182,0.0,0.0,0.0,0.0,0.0,0.0,0.22601,1.24159,2.65262,1.36157,1.24983,0.3507,0.6062,0.15186,0.22994,0.64765,0.73629,0.59048,1.25128,0.59968,0.8254,2.50154,2.21465,6.21869,0.5437,1.08879,3.05443,0.0,0.0,1.53316,0.55866,1.20145,0.0,0.0,0.27787,0.0,0.10042,0.0,3.54534,0.0,0.0,0.36149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00199,0.0,0.09666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00115,1.05585,0.0,0.0,0.09928,0.0,0.0,0.30673,0.69547,0.15494,0.0,0.0,0.01864,0.0,0.0,0.0,0.0,0.0,0.0,0.10293,0.0,0.09161,1.05062,0.0,0.0,0.41951,0.0,0.0,0.0,0.1353,0.09655,0.53842,0.19707,0.0,0.0,0.00108,0.20932,0.30626,0.95731,0.09141,0.0,1.29108,0.0,0.40035,0.0,0.0,0.0,0.0,0.13336,0.35153,0.0,3.52264,0.0,0.0,0.0,0.09037,0.18308,0.31642,0.23785,4.46851,0.0,0.03336,0.0,1.10705,0.02693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37991,0.0,0.01564,0.182,0.0,0.17154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20652,0.0,0.0,0.0,0.0,0.0,0.0,0.14988,0.0,0.0,1.01727,0.0,0.0,0.0,0.0,0.0,0.04279,0.0,0.0,0.0,0.0,0.68664,0.0,0.0,0.0,0.36637,0.0,0.0,0.0,0.0,1.06887,0.0,0.0,0.0,1.5068,0.0,0.84227,0.0,0.0,0.0,0.0,0.0,0.05158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79089,0.0,0.0,0.0,0.0,0.08987,0.0,0.0,0.0,0.0,0.43721,0.0,0.0,0.0,0.0,0.0,0.3475,0.0,0.0,0.0,0.00839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25539,1.06482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08378,0.0,0.0,0.0,0.32873,0.0,0.0,1.53342,0.0,0.0,0.0,0.0,1.69579,0.00803,0.0,0.0,0.0,0.0,0.0,0.0,0.2113,0.0,0.07712,0.0,0.0,0.0,0.01925,0.0
Eubacterium siraeum,0.21021,0.42263,0.36465,0.0,0.15773,0.0,0.72401,1.32474,0.03696,0.10556,0.25012,0.63817,0.82654,0.5918,1.93812,1.02158,0.0,0.38758,0.0,0.0,0.32812,1.99578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02478,0.0,0.0,0.0,0.02228,0.01833,0.06648,4.40587,3.85591,1.3592,5.09533,0.0,0.0,0.0,0.0,2.90334,5.14028,3.97621,9.08108,0.0,0.0,0.0,0.0,5.00542,0.0,0.05446,0.0,0.0,0.0,0.0,0.0,0.0,0.72936,1.99191,0.0,0.64137,0.84547,0.0,0.0,1.62875,0.0,1.47551,0.0,0.25432,0.0,0.26567,0.0,11.96269,1.4466,0.0,0.0,0.0,0.0,0.0,0.0,3.21883,0.0,0.0,0.0,1.24558,1.03748,0.54589,0.0,0.0,0.15124,0.9126,1.02901,0.1281,1.18519,4.6814,0.0,1.27435,0.0,0.0,0.81774,0.08716,0.98628,0.0,0.0,0.46603,2.88052,0.0,0.40522,0.37296,0.0,0.0,0.01776,0.7884,0.68899,2.64071,0.0,0.0,0.28778,0.55549,0.16668,0.0,0.0,0.10854,2.76929,1.20987,0.34644,0.04845,0.02802,0.27116,1.67421,0.51822,2.74955,0.0,0.0383,1.576,0.47805,0.13044,0.0,2.94993,0.43883,1.41935,0.27968,0.0,0.02104,0.0,0.16327,0.86361,0.03503,0.03229,0.04257,1.61371,1.06096,2.86405,1.31129,11.31161,0.01062,3.31436,0.0,2.52982,1.59393,0.11277,0.0,0.0,0.0,0.0,0.0,65.90062,0.0,0.05219,0.32452,0.0,1.22175,0.0,0.00745,0.0,0.0,2.8618,0.0,0.0015,0.0,0.0,1.16608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15167,0.0,0.0,0.0,0.01382,0.0,0.00559,3.99477,0.0,0.0,0.0,0.16124,0.0,0.08938,0.0,0.18544,6.92112,1.12205,0.0,0.91743,0.45506,0.38044,0.0,0.0,0.04999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.00448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84625,0.67986,0.0,0.83531,0.0,0.0,3.15333,0.0,0.0,0.0,0.0,2.70516,1.11102,0.0,1.12251,2.34663,0.02862,0.03264,0.0,0.0,0.73061,0.54207,0.29562,0.0,0.0,0.0,0.0,3.81561,4.45349,2.08012,0.0,0.0,0.0,0.10742,0.0,0.03907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37883,0.0,0.0,0.0,0.0,0.0,0.11913,0.0,0.0,0.0,0.0,0.99287,0.0,0.00889,0.0,0.0,0.39056,0.0,1.35903,2.07693,7.43349,8.26477,0.0,0.04898,0.75876,0.01841
Gemmiger formicilis,0.0,0.83369,0.69436,0.0,0.53212,0.0,1.36817,0.33282,0.0,0.0264,0.0,0.32165,0.0,0.0,0.0,0.00724,0.0,0.0,0.0,0.0,0.0,0.0,0.51333,0.0,0.0,0.08054,0.40132,0.0,0.0,1.13429,2.54481,1.31487,0.68276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71833,5.59822,0.0,7.58716,0.79736,7.3065,5.2135,5.34229,2.1316,1.0439,0.48032,0.0,0.00882,0.14818,0.37467,0.98433,0.0,0.0104,0.04058,4.15724,3.64822,1.59764,5.06807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65735,0.0,0.26667,0.41219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54965,0.0,0.0,0.16678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26561,0.0,0.0,0.35973,0.0,0.17934,0.0,0.37062,0.0,0.32716,0.0,1.71389,0.0,2.26989,0.0,0.0,0.0,0.31339,1.13841,0.22371,0.0,0.80336,0.0,0.0,0.0,0.0,0.0,0.0,0.3173,0.50012,0.0,0.0,0.0,0.92178,0.69451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59632,0.0,0.0,0.0,0.0,0.0,3.31109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.03042,0.0,0.32306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.951,0.0,0.06691,0.0,0.0,0.0,0.0,0.0,1.76333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.59606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8613,0.11005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.48665,0.0,0.0,0.0,0.0,0.0,0.0,6.2901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33803,1.58739,0.0,0.0,0.0,0.16444,0.0,0.0,0.0,0.0,0.0,0.0,0.34187,0.0,0.6189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0342,0.0,0.0,0.0,0.0,0.0,0.0,0.00613,0.0,0.15577,0.02192,1.08905,0.0,0.0,0.0
Eubacterium rectale,3.76495,10.4616,5.29382,15.00962,3.3837,11.91188,0.75707,3.1182,9.77486,8.18724,0.0,6.67239,0.0,0.0,0.0,0.57597,0.0,0.0,0.0,0.0,0.0125,0.14549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33418,1.48301,1.13872,0.22674,0.46144,1.47475,0.0,0.35865,6.93645,14.12468,17.55155,27.15615,12.01753,14.62755,8.85596,5.52966,0.09829,0.0,0.0,15.04535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06992,6.89734,3.15072,19.93841,4.36753,21.5069,6.37836,14.46948,5.97818,0.53421,2.62214,9.5256,2.35059,1.93473,1.92654,2.42457,4.26163,6.68403,0.0,1.36332,7.49194,2.12422,0.0,0.0,0.1456,2.21813,0.05942,0.15316,0.0,6.86325,7.27171,0.64027,1.29549,0.0,0.0,0.78223,2.22703,0.0,0.0,0.0,0.0,0.0,0.10865,0.0,0.0,0.26706,0.0,0.26787,2.84042,0.0,0.52163,0.0,0.0,0.0,0.0,0.0,4.7455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36355,0.0,0.0,0.0,0.0,4.7778,0.0,0.75329,0.0,0.0,0.58876,7.73853,0.0,0.0,0.12455,0.0,0.0,0.33105,0.0,0.0,2.93226,0.0,0.0,3.62219,0.10525,0.0,0.00502,0.0,0.65352,0.0,0.0,0.0,0.15752,4.69821,1.21065,1.39915,2.9549,1.75072,0.0,7.55162,0.0,6.49827,0.08447,0.0,1.11702,0.0,1.70307,1.65786,0.0,5.11402,0.0,0.50609,0.0,0.05911,0.25018,0.78322,3.24187,3.50047,1.20513,1.28933,0.97489,1.02708,0.0,0.34615,0.46143,0.81542,0.0449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40962,0.01379,0.36473,1.84565,0.0,0.0,0.0,0.0,0.0,0.0,1.01689,0.0,0.0,0.90624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08702,0.0,0.0,1.15448,0.0,0.0,0.0,0.0,0.0,1.19406,0.61003,0.0,0.0,0.0,4.29863,0.0,2.1967,0.0,2.21087,0.12985,1.26169,0.0,0.0,3.77641,0.51767,0.0,28.92765,26.57614,0.50892,0.0,0.0,0.0,0.0,16.28026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67842,0.0,1.0695,9.42548,0.0,0.0,21.11714,0.16963,0.11898,3.65382,0.48832,0.0,0.0,4.61347,0.0,0.0,0.0,0.0,1.83566,0.0,0.0,1.88479,1.55619,0.0,0.0,0.03489,0.0,0.0,0.0,0.53276,0.0,0.0,0.51838,0.0,0.66572,2.11642,3.32392,0.14508,0.52606,0.076,0.0,6.74759,3.63751,3.84878,0.0,0.0,11.47688,0.0,0.0,0.0,0.0,0.00663,3.66503,0.03336,6.97517,0.0,10.70925,0.0,0.0,0.51891,1.54195,0.0,10.69175,53.21153,1.38063,0.51391,0.0,0.0,0.0,0.0,0.0,4.35475,1.7542,0.29009,2.36991,0.06056,3.74028,0.04205,0.54103,0.0041
Phocaeicola vulgatus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.39503,3.46028,4.97194,5.10814,1.68789,0.99335,2.17797,10.15661,3.04745,9.68466,3.45402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86095,0.80882,1.47801,1.04917,1.24315,0.5989,2.21936,0.43506,0.0,1.51785,0.40982,3.6085,0.85634,2.2896,1.64138,1.51915,0.49631,2.49716,1.96209,5.76322,1.16748,0.0,0.0,0.0,0.05689,9.84762,11.19845,2.29487,0.52217,0.08917,0.07216,0.04001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22235,0.37946,1.13246,16.92359,21.73787,0.0,0.37611,75.05323,23.2762,20.49138,0.0,0.0,12.35027,0.32896,7.32756,0.0,0.06046,0.0,0.0,0.0,4.25353,0.0,0.0,39.06159,0.0,0.0,0.0,0.0,0.0,4.2355,37.41113,2.26084,0.0,34.95207,0.0,0.25037,0.0,0.0,0.0,0.0,0.17292,6.5145,0.03644,6.84481,0.0,0.08557,0.13262,0.0,0.0,0.13384,30.04971,1.07448,15.28228,0.0,0.0,11.00632,0.0,8.43087,23.86693,11.53892,0.0,28.2372,0.0,0.0,0.0,8.29282,7.30836,0.0,0.01102,5.12912,1.33146,0.0,0.0,12.88437,6.72096,3.31587,0.0,3.47559,0.61844,0.04281,1.19343,4.98772,0.0,0.0,9.4397,13.65838,2.89773,13.33748,0.42661,0.0,0.0,0.01274,0.0,1.23359,9.81078,4.21171,13.67766,0.0,16.07657,0.8914,0.99836,0.0,0.0,3.88196,0.0,0.0,11.62073,0.91542,0.0,1.06608,0.01064,0.0,0.40492,0.0,13.65397,13.57538,5.88675,0.0,0.0,0.0,0.0,2.69331,0.28168,5.3797,9.13791,0.0,35.02203,0.0,0.0,0.2177,0.12929,0.0,9.96032,0.0,1.37776,7.86727,1.65736,5.32091,7.38044,3.32018,31.15829,0.4912,9.13765,0.0,1.99758,0.0,0.0,1.4421,0.0,0.0,3.75054,8.18843,11.4995,3.61392,57.74204,0.0,0.0,2.76437,2.94523,13.46984,0.86327,0.0,0.25727,5.41533,21.30381,0.0,4.81267,0.70324,5.97708,15.87343,0.0,5.35767,4.13864,5.94989,1.73791,4.36874,0.26789,0.16323,3.87359,11.58564,1.47548,0.0,2.03939,0.0,17.14525,3.15369,3.99711,2.27101,0.0,0.0,0.0,0.0,10.24284,0.0,0.0,0.33263,0.0,0.0,0.0,1.98944,0.8046,0.0,15.4156,15.11671,7.30947,0.0,1.59916,0.0,0.0,12.56204,0.05866,17.6112,7.87886,2.95408,13.53499,0.0,1.7742,2.24088,1.66052,16.52757,0.52045,10.29831,16.63744,0.0,1.207,21.00083,10.5517,0.31155,8.1169,1.06647,3.40991,0.10015,1.14186,2.66837,16.34443,0.0,1.624,13.6955,11.14963,0.07998,4.70301,0.0,0.0,26.9949,0.0,26.7553,0.0,0.83605,0.0,0.83905,1.64086,0.0,0.0,0.0,1.21955,0.0,0.0,0.01121,0.0,0.0,1.11123,0.0,0.92019,0.0,6.0788,4.68323,0.00776,2.15788,22.67953,10.90874
Lachnospiraceae bacterium WCA3 601 WT 6H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31979,2.85656,0.60138,0.14061,0.37624,0.0,0.91647,0.66412,1.83792,1.15035,4.01348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03894,0.7298,0.26537,0.0,1.24205,0.0,0.0,0.0,0.0,1.83306,3.488,4.13359,0.96807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19307,0.0,0.0,0.19092,0.0,0.0,0.0,0.1049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03958,0.0,0.0,0.0,0.00529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alistipes putredinis,3.06212,0.82635,1.29773,0.0,1.24714,0.0,0.70592,0.33975,0.46926,1.09897,0.71406,1.17675,1.62875,1.44887,1.7623,2.04727,0.0,0.0,0.0,0.93557,2.18479,2.15824,1.60163,1.02326,2.53478,0.4208,0.02688,0.0,0.2229,1.71273,1.80601,2.62533,0.90646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36303,2.39389,0.86103,0.52371,0.57511,0.09783,1.35694,0.29547,0.0,0.0,0.0,1.82766,0.09193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.22963,2.42369,0.57961,3.4855,0.06662,4.51769,2.28119,1.43307,2.85535,2.9954,1.38586,1.70991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20453,0.09276,1.02676,0.0,0.0,0.0,0.0,0.0,3.05878,0.0,0.0,0.0,4.71808,0.30009,0.0,0.0,0.0,4.04967,0.0,0.0,1.41249,0.0,3.17793,0.0,4.14929,0.9954,0.24917,0.0,3.65476,0.0,0.0,0.77175,0.0,3.22449,0.0,0.0,0.0,0.0,0.0,0.0,7.13252,1.34718,0.0,2.44876,0.0,0.0,0.69768,0.0,0.0,0.17495,0.0,0.0,1.99697,0.0,0.0,3.35908,0.0,0.43021,4.43991,4.09394,2.08119,3.89532,0.0,17.93102,0.0,2.26894,2.04043,5.83891,2.6507,3.56098,0.88237,0.0,0.0,4.84508,0.0,0.21285,0.0,3.575,0.0,0.05756,7.47309,2.82708,2.84,0.6283,3.30614,0.87414,2.13674,4.36189,0.63471,5.72613,5.44753,2.04278,0.0,0.93704,0.0,2.62601,8.0879,0.49374,5.10503,0.75314,0.0,0.0,0.80414,0.16397,8.36835,6.28745,3.56354,0.14152,3.97856,2.4388,0.62073,0.22803,0.45988,0.0,0.0,0.0,4.41508,0.0,0.0,0.0,0.0,0.21456,0.0,2.9556,2.48844,0.0,2.28508,0.12398,0.0,0.20114,0.0,0.0,0.3788,0.0,0.78164,1.91159,0.0,0.5331,0.0,0.0,1.10349,0.0,0.0,0.2893,0.0,0.0,0.0,0.30775,3.83591,0.0,0.0,0.0,4.21792,0.0,0.0,0.1869,4.66423,0.25079,2.87812,3.05954,0.0,0.0,2.61628,5.26577,5.05316,2.11769,1.19764,0.12622,1.48982,0.0,0.0,0.82213,0.36118,5.2565,0.37673,0.0,0.12931,0.0,0.28899,0.0,2.65219,5.27344,0.0,0.0,0.93826,4.07645,1.03614,4.86642,0.0,0.0,0.0,0.0,3.75399,0.0,0.0,0.07173,0.0,0.29951,0.08907,0.53364,3.31616,0.0,0.0,0.0,0.0,1.18087,6.05208,0.0,1.64745,5.21882,0.0,1.15928,0.0,0.21585,0.0,0.02388,0.0,0.74137,0.10163,1.32558,0.41849,2.11948,0.99949,0.0,5.36421,1.1931,0.0,0.81438,0.0,0.15983,0.45811,0.0,0.0,0.11497,2.45715,0.0,0.0,0.0,0.0,1.01055,2.90157,0.0,0.0,3.19465,0.4809,0.07644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02492,0.0,0.0,0.0,0.02397,3.0817,0.0,2.35783,1.56079,1.74378,2.80867,0.0,0.17875,2.5878,0.02113
