DC026,DC032,DC048,DC049,DC099,FB004,FB026,FB048,FB054,FB057,FB074,FB088,FB109,FB110,FB121,FB161,FB178,FB200,FB204,FB227,FB232,FB244,FB255,FB277,FB280,FB320,FB325,FB353,FB394,FB413
0.0,0.3143050028542497,0.7373121262687872,0.7220994138950295,0.8445942077702897,0.8686680065665998,0.9048461,0.8149819000000001,0.8081114999999999,0.9522396999999999,0.7759282224071782,0.8515624074218797,0.7278820136058997,0.7141355714135569,0.7822595891129791,0.8691184869118491,0.7592681,0.99818360018164,0.9946401999999998,0.7886508894325444,0.7929339896466999,0.7827650434469917,0.8980551999999999,0.7270844590626689,0.667367933263207,0.7274802136259897,0.8123580562925836,0.7729218227078181,0.8191571728735768,0.7769163999999997
0.3143050028542497,0.0,0.7511421373286791,0.802082419791758,0.8575505142449484,0.8748708125129184,0.94007880299606,0.8481837075908143,0.8620767068961648,0.9696334015183298,0.8478619228207114,0.8941654105834587,0.7964637203536281,0.7921928896096444,0.8388799999999991,0.9233227961661401,0.8173221091338942,1.0,0.9965116001744201,0.8195686000000001,0.8070896999999997,0.8538305365423662,0.9250727037463652,0.8004274800427479,0.7613247358012893,0.7338889266111069,0.8708954451865939,0.8489097226635415,0.8603255860325584,0.6682879165856037
0.7373121262687872,0.7511421373286791,0.0,0.4923497253825132,0.8797511060124449,0.9275337036233148,0.8994806999999997,0.8922580000000001,0.9485099999999997,0.9653748,0.9079906092009393,0.8834244058287796,0.8779280061035998,0.8628129862812988,0.9616526980826349,0.9321674932167496,0.9296843999999995,1.0,0.997474,0.9090949954547497,0.94404419720221,0.9404500119099977,0.8214160999999996,0.8585047787757167,0.8233241176675882,0.869008306549585,0.8606225418132376,0.8828199117180091,0.8285990742898611,0.8562644000000003
0.7220994138950295,0.802082419791758,0.4923497253825132,0.0,0.8693495000000001,0.9423493000000002,0.8330716916535845,0.8901631945081598,0.8982970949148551,0.9132212956610649,0.7717897114105147,0.7979188999999999,0.7297574000000003,0.7857459678618953,0.9007614900761491,0.7907253686088053,0.8328531916426596,1.0,0.9974189998709502,0.8265557826555784,0.9318221931822196,0.8810062178490671,0.730924986546249,0.7142581428516288,0.7586153120692345,0.8474632999999998,0.7140879714780071,0.7536942123152897,0.7143903428780681,0.9254819962740999
0.8445942077702897,0.8575505142449484,0.8797511060124449,0.8693495000000001,0.0,0.33684549999999996,0.9696754984837751,0.9163485958174298,0.9125309956265502,0.9338357966917901,0.8920367053981646,0.9499817999999999,0.9230804000000004,0.9084898862734829,0.8301386830138685,0.9446775917016387,0.7832551891627594,0.9803472009826398,0.983845099192255,0.7661142766114276,0.8556959855695986,0.6662879500568077,0.92367339618367,0.7132439426487887,0.8354815082259245,0.8791569000000001,0.8786333303416678,0.7600315119984246,0.8782963756592745,0.8842295942114798
0.8686680065665998,0.8748708125129184,0.9275337036233148,0.9423493000000002,0.33684549999999996,0.0,0.9947632997381649,0.9504561975228094,0.9211667960583396,0.9837426991871348,0.9553269022336549,0.9852670999999998,0.9571393000000001,0.948764292314644,0.8348486834848683,0.9757912963686942,0.800254690012734,0.9978784001060802,0.9969952998497651,0.8409168840916881,0.8506506850650684,0.7071731439240281,0.9747284987364249,0.7706294541258908,0.8725618063719095,0.9014552,0.8999211250197185,0.8075712096214394,0.9561948912389787,0.9034782951739146
0.9048461,0.94007880299606,0.8994806999999997,0.8330716916535845,0.9696754984837751,0.9947632997381649,0.0,0.8408319840831983,0.9410443941044395,0.7450428745042875,0.8974289000000001,0.7576565878828292,0.9131058956552947,0.8834270766854151,0.8929504839425726,0.826512065302413,0.883233388323339,1.0,0.9999451999945203,0.9182499877374983,0.961867094280064,0.9809706019029398,0.8400410840041084,0.9250921812730453,0.7948867,0.9115783955789197,0.8487476302504737,0.8057126000000002,0.6544157136039276,0.9353515935351596
0.8149819000000001,0.8481837075908143,0.8922580000000001,0.8901631945081598,0.9163485958174298,0.9504561975228094,0.8408319840831983,0.0,0.44092264409226445,0.99700529970053,0.8695962000000002,0.9701013985050698,0.8067066903353347,0.830788766157753,0.7973394696009203,0.9511867902373582,0.726190972619097,0.9003247999999999,0.9838008983800898,0.7881082682162406,0.9171696875754534,0.6805986319401368,0.9096451909645191,0.8161091540272883,0.7590466999999999,0.9078010953900545,0.946874310625138,0.8762502000000001,0.935817883954471,0.9423295942329594
0.8081114999999999,0.8620767068961648,0.9485099999999997,0.8982970949148551,0.9125309956265502,0.9211667960583396,0.9410443941044395,0.44092264409226445,0.0,0.9945620994562101,0.8274882000000001,0.9605041980252097,0.7911667895583396,0.7137663427532682,0.7001262550189373,0.9674128934825789,0.7144093714409367,0.9962115,0.9945978994597902,0.7665018649752798,0.9095182864277431,0.6694483330551668,0.9181957918195794,0.7349196337299083,0.6121741999999998,0.8958698947934943,0.9547718090456384,0.8316108000000004,0.9131536782884199,0.9691944969194498
0.9522396999999999,0.9696334015183298,0.9653748,0.9132212956610649,0.9338357966917901,0.9837426991871348,0.7450428745042875,0.99700529970053,0.9945620994562101,0.0,0.9077711000000002,0.8844084942204247,0.9531493976574701,0.8998792799758559,0.9980591997088799,0.9509766901953381,0.98578869857887,1.0,0.9995829999583001,0.9487730923159637,1.0,0.9990730000927,0.9340344934034492,0.9601435900358977,0.9610051,0.9693289984664499,0.8433185313362935,0.8954305000000002,0.8570010642502658,0.9748596974859698
