DC021,DC032,DC035,DC037,DC038,DC039,DC044,FB026,FB049,FB059,FB076,FB079,FB084,FB089,FB106,FB130,FB147,FB150,FB151,FB156,FB177,FB190,FB194,FB206,FB217,FB232,FB340,FB380,FB391,FB430
0.0,0.8819560059021991,0.9271941000000001,0.9359787935978794,0.9100057910005792,0.9099804090019589,0.9259115037044248,0.894901689490169,0.8664023133597687,0.9257416888612533,0.9312821965641098,0.7924447688667158,0.7601863119906845,0.8633552931677647,0.9230981846196371,0.9233324000000002,0.7677409419352353,0.8760435999999999,0.8209507268573911,0.9015164196967159,0.8078358807835884,0.7507184626077692,0.8134765999999999,0.9361564063843593,0.8090065713509856,0.8794719819207972,0.8409592079520395,0.8348737247689415,0.6567096000000001,0.8479420076028993
0.8819560059021991,0.0,0.7911624313256351,0.7576405121179741,0.7388439130578042,0.8224102443974383,0.8349308330138333,0.94007880299606,0.8511379372155157,0.9306919,0.9610950038904996,0.7998919999999998,0.6678396664320667,0.7716475228352475,0.8148444907422246,0.8528800220679968,0.8436268843626883,0.8319685252047213,0.8363255491023351,0.8319013588345243,0.8371878081406092,0.8352292999999998,0.8618383207242516,0.9325697168575707,0.8171994999999999,0.8070896999999997,0.873590725281855,0.8275416517375046,0.9343988098401784,0.8904323219135355
0.9271941000000001,0.7911624313256351,0.0,0.6882631000000003,0.5927278,0.26770714645857074,0.5767850634822403,0.9734484999999998,0.9361257127748575,0.7943849897192494,0.9466545026672748,0.8493135924656796,0.8069116289632555,0.88103160594842,0.696275969627597,0.907224409277559,0.8443538766530813,0.920822407917759,0.8552981361754655,0.9262277221316836,0.8472288999999996,0.926025696301285,0.821682817831718,0.9775776044844791,0.8287299914364993,0.7956638897831944,0.9319698102045284,0.6592912851771786,0.9316756068324387,0.9336119099582134
0.9359787935978794,0.7576405121179741,0.6882631000000003,0.0,0.2449410244941024,0.5780105421989458,0.5318848234057589,0.9280627928062795,0.8257586174241386,0.9205099880764981,0.8746056937302846,0.7940365691054857,0.7872395106380243,0.9032493951624696,0.7473962494792499,0.8618816999999999,0.8289297572324393,0.8135048,0.8924542161318673,0.7470688505862297,0.8890126889012687,0.8822899823434974,0.8708954999999999,0.917981108201889,0.9322788898418333,0.7896319684447956,0.78839521058024,0.8641831203725319,0.8714579999999998,0.7575532121223396
0.9100057910005792,0.7388439130578042,0.5927278,0.2449410244941024,0.0,0.4366595563340447,0.43387632830618345,0.9432976943297695,0.8428724157127586,0.8441463766219564,0.8746056937302846,0.7767455665118354,0.7795910110204494,0.8811995940599795,0.6984300396860084,0.8477213999999998,0.8192177548044387,0.7897095000000004,0.8631365205295218,0.7443407511318497,0.8714164871416485,0.8989564848434722,0.8461070999999999,0.9065153093484689,0.8962006844301026,0.767942765191415,0.7670791116460449,0.8249565262565209,0.8511842,0.762263811886809
0.9099804090019589,0.8224102443974383,0.26770714645857074,0.5780105421989458,0.4366595563340447,0.0,0.4304007423998144,0.9453329054667094,0.8359083492274952,0.8146527092673645,0.9428022085796686,0.8497328075133594,0.8325339418665145,0.8703588194461768,0.7293771999999998,0.8596157280768546,0.8146814907340741,0.8040172391965517,0.8516403519258764,0.8626613549354578,0.857910714208928,0.9040002047999895,0.8204288359142328,0.9037916288625112,0.8350921082453938,0.8212452089377394,0.858397935400516,0.723154196896031,0.8504913299017338,0.8354332411416894
0.9259115037044248,0.8349308330138333,0.5767850634822403,0.5318848234057589,0.43387632830618345,0.4304007423998144,0.0,0.9646301017684948,0.8857235285691181,0.8383094,0.9740546025945398,0.9290733999999999,0.8896069220786158,0.8183888181611181,0.644181682209084,0.8919250162112476,0.8442989844298984,0.8829435175584719,0.8879400336179899,0.900672434764648,0.9025913048704349,0.8940144999999999,0.8701066194840068,0.9437474140631466,0.906474,0.8677498999999995,0.8900414219917155,0.7637351708794485,0.9154828126775784,0.8318652336269527
0.894901689490169,0.94007880299606,0.9734484999999998,0.9280627928062795,0.9432976943297695,0.9453329054667094,0.9646301017684948,0.0,0.8574345142565485,0.9749096962364545,0.9885629994281501,0.9698287954743191,0.9283156035842198,0.95478959773948,0.9555694911138982,0.9433223,0.9558922889730721,0.8545063000000002,0.9299119105132133,0.8206539358692128,0.9215291921529192,0.6301345445201814,0.6576177,0.7863046213695379,0.9595030939254641,0.961867094280064,0.9465948026702599,0.954896106765584,0.8981030000000001,0.893403505329825
0.8664023133597687,0.8511379372155157,0.9361257127748575,0.8257586174241386,0.8428724157127586,0.8359083492274952,0.8857235285691181,0.8574345142565485,0.0,0.9831022008448901,0.9646537053019439,0.7944925102753748,0.8149285462678637,0.8762698185595269,0.9051891000000001,0.8306511338697733,0.7219906860995341,0.7284749543050089,0.8735716442499242,0.7918250832699663,0.8816112118388791,0.7948099102595044,0.8431536313692737,0.8038992588302223,0.8747345062632748,0.92644680367766,0.8354780411304902,0.8862779398027211,0.8732411253517751,0.823206344198414
0.9257416888612533,0.9306919,0.7943849897192494,0.9205099880764981,0.8441463766219564,0.8146527092673645,0.8383094,0.9749096962364545,0.9831022008448901,0.0,0.99745349974535,0.9545279909055981,0.7839853999999999,0.9654277965427798,0.8551241637810412,0.9366995968349797,0.7820236346070905,0.9671729983586499,0.7178759282124071,0.9371894094215885,0.7225884583882684,0.9541521908304382,0.8251682912584142,0.99449040027548,0.4840216968043393,0.9577150915430184,0.9804434999999999,0.9194060080593989,0.9934270996713549,0.9838417999999999
