DC079,FB015,FB034,FB043,FB091,FB106,FB108,FB137,FB147,FB159,FB166,FB169,FB174,FB176,FB196,FB224,FB232,FB295,FB300,FB311,FB318,FB341,FB351,FB356,FB375,FB385,FB391,FB408,FB412,FB432
0.8767301431444492,0.8302893745434059,0.7194446280555372,0.7764294111785293,0.7470472873523644,0.5711773571177357,0.8647523932376199,0.8564890574043766,0.7524301628645238,0.905943690594369,0.0,0.9133450870017629,0.9230952076904796,0.8351895917594796,0.7282227728222775,0.9126734912673493,0.8256312912815644,0.7505118124744097,0.9250131149973769,0.8838455058077249,0.9153324169335167,0.9232164961608246,0.8518815777822366,0.7559517999999997,0.7530261123486942,0.7474179873708992,0.9707518029248198,0.9360255127948973,0.9063501140474827,0.9609802019509901
0.6590194340980567,0.7615004046001619,0.8624580793687115,0.8821817764363556,0.9205381761614528,0.9049678667387534,0.9328540798562245,0.6542618518607223,0.927247870899148,0.3167357608575167,0.9133450870017629,0.0,0.6042721406408215,0.9224217767265328,0.9609085863180052,0.9416859795900928,0.9521737856521355,0.8463033692606737,0.8568104928405245,0.7964984592996924,0.9070220953511049,0.7975451392635416,0.7626859050743623,0.8754888688722177,0.8835392767078553,0.7848637354591205,0.8570663785599567,0.7402171870108593,0.7212863721286377,0.936117187223438
0.7509393871712144,0.8221507733226161,0.8887335111266486,0.9228291038585442,0.9322698966134948,0.9332663933266394,0.93405639670282,0.8920081431967428,0.9488179923226991,0.7003599700359967,0.9230952076904796,0.6042721406408215,0.0,0.9341474967073746,0.9863608986360898,0.9701363970136397,0.98828479941424,0.8880637055968148,0.9242970151405973,0.8240112087994395,0.9383494123301176,0.8461148923057443,0.8295030744254613,0.9346760000000003,0.936926503153675,0.8336597916829898,0.8483916151608385,0.8467891306421741,0.8474981228752815,0.97387540130623
0.8129654374069122,0.8279847483954246,0.8403819920190997,0.8502735850273585,0.8579844715968943,0.91892447973112,0.5132149026429808,0.8938979265255184,0.49157784747335426,0.9153109788277445,0.8351895917594796,0.9224217767265328,0.9341474967073746,0.0,0.8756136689034175,0.8618286654571664,0.8783476756695353,0.7883189788318978,0.7793489110325544,0.7657383765738379,0.8327604083619793,0.8137484627496928,0.8059863417959027,0.815477072321561,0.8193222819322282,0.7951743590348719,0.8455979922798991,0.8152180092390995,0.7815129000000001,0.7732627773262777
0.9062879140568131,0.8266019393106787,0.9201290920129093,0.677961051694158,0.7084977271244324,0.8368577510573252,0.8992033748008439,0.7750388449922312,0.7253562038746714,0.9455988836796653,0.7282227728222775,0.9609085863180052,0.9863608986360898,0.8756136689034175,0.0,0.5477173643152095,0.8943220735805186,0.7803456670518504,0.8327117999999997,0.8140117721017661,0.6740943999999998,0.9819033954758488,0.663752482313369,0.6584025316805062,0.5631777344766601,0.8286494571623639,0.9619368961936896,0.9612315000000002,0.9417937970896895,0.942021891303284
0.9142623128606531,0.7349369072279173,0.8379880837988082,0.8123718718557809,0.8793846698461678,0.9506787852036357,0.8693833673458423,0.7480465503906901,0.7997057298970055,0.9110024733007424,0.9126734912673493,0.9416859795900928,0.9701363970136397,0.8618286654571664,0.5477173643152095,0.0,0.9200690800172705,0.7548380632257099,0.8771780000000002,0.8287295743094368,0.7409234000000001,0.9557570889392724,0.7340361069126374,0.8317508663501734,0.592092738813911,0.8106904526726135,0.9482929948292991,0.9392188000000005,0.9171755958587798,0.8689838803475818
0.9070863185827365,0.9056880717064215,0.9283132964156647,0.8791322879132287,0.9142585828517167,0.807273751818438,0.8724056744811353,0.9234612191346954,0.8393736518120954,0.9457818864454717,0.8256312912815644,0.9521737856521355,0.98828479941424,0.8783476756695353,0.8943220735805186,0.9200690800172705,0.0,0.8862336886233689,0.93912660304367,0.7974737797473783,0.9309641034517948,0.9513184902636982,0.9193264757979428,0.8723190808478621,0.8440347844034786,0.9154247830849565,0.9280098964004948,0.9413313029334347,0.9236769000000001,0.9284247928424794
0.8222563533230935,0.825484265096853,0.5841443207927842,0.6804652999999999,0.8321415832141588,0.889766883465033,0.822491182249119,0.699073405324308,0.6738356347671268,0.8855664828349723,0.7505118124744097,0.8463033692606737,0.8880637055968148,0.7883189788318978,0.7803456670518504,0.7548380632257099,0.8862336886233689,0.0,0.8021901296714804,0.8423486000000002,0.716261842560723,0.8366863836686382,0.7837758567551714,0.6836561841828089,0.7109330000000004,0.294436729443673,0.9301465034926748,0.8687051196942321,0.8680257131974284,0.9169491999999999
0.8223702799333736,0.8694669934733502,0.9182072163585568,0.8201254269811858,0.9745245012737752,0.9343103999999998,0.8343462082826893,0.8099421950289026,0.7372342868617141,0.8526196,0.9250131149973769,0.8568104928405245,0.9242970151405973,0.7793489110325544,0.8327117999999997,0.8771780000000002,0.93912660304367,0.8021901296714804,0.0,0.7857627321355899,0.386912583926225,0.8892062055396899,0.8775769938788497,0.8614814138518582,0.8177178273423259,0.7697238115138093,0.921416115716777,0.8783668364899486,0.8701341324664665,0.9015849147622623
0.743065177080447,0.7499951499990305,0.8796506060174696,0.7735665000000003,0.9316687931668792,0.9055930858389627,0.7355238735523877,0.858019549693158,0.7469926493985298,0.75513646327047,0.8838455058077249,0.7964984592996924,0.8240112087994395,0.7657383765738379,0.8140117721017661,0.8287295743094368,0.7974737797473783,0.8423486000000002,0.7857627321355899,0.0,0.8280521257921812,0.7469682746968277,0.7869118573823718,0.7609688880484449,0.7883177000000005,0.8228766822876687,0.7766833111658342,0.7937743309338504,0.7627230237276984,0.6980047000000001
0.8587456635644511,0.8754314937715745,0.8893529221294157,0.7548387367741896,0.9441181027940946,0.9399219,0.8537334073133297,0.6972006513996744,0.7326496866324846,0.8859378999999998,0.9153324169335167,0.9070220953511049,0.9383494123301176,0.8327604083619793,0.6740943999999998,0.7409234000000001,0.9309641034517948,0.716261842560723,0.386912583926225,0.8280521257921812,0.0,0.9281270035936497,0.8398909919945496,0.8216611178338883,0.6720046491993029,0.7506366124681697,0.9543869091226183,0.9256230223130933,0.9121024219743946,0.9422508086623789
0.6855201628959682,0.8552913565874071,0.8927426946371346,0.8483939848393983,0.9612445922489185,0.9412635853158964,0.8042909608581917,0.8943062264234435,0.8720844616253386,0.8038736509684127,0.9232164961608246,0.7975451392635416,0.8461148923057443,0.8137484627496928,0.9819033954758488,0.9557570889392724,0.9513184902636982,0.8366863836686382,0.8892062055396899,0.7469682746968277,0.9281270035936497,0.0,0.9348783804635145,0.8343458751518816,0.9226859922685988,0.8499292699858544,0.8205393910269698,0.8163457091827144,0.8181835000000004,0.8114979811497984
0.8396267160373279,0.7711088084435237,0.824573273685991,0.769293753858751,0.6342388902716671,0.8793728577805,0.8559022567706772,0.8186539272019107,0.6914764765905903,0.8046116316140712,0.8518815777822366,0.7626859050743623,0.8295030744254613,0.8059863417959027,0.663752482313369,0.7340361069126374,0.9193264757979428,0.7837758567551714,0.8775769938788497,0.7869118573823718,0.8398909919945496,0.9348783804635145,0.0,0.6798933199733298,0.6633969326793859,0.7540978262293478,0.9146185871927879,0.8180209909010497,0.8072388807238879,0.8539286707857341
0.8282550429362389,0.7017100254275064,0.7447548,0.40473407023670327,0.6038846405826955,0.8456419691283935,0.8025288703793306,0.8313905505828345,0.6649227162306788,0.8788321757664351,0.7559517999999997,0.8754888688722177,0.9346760000000003,0.815477072321561,0.6584025316805062,0.8317508663501734,0.8723190808478621,0.6836561841828089,0.8614814138518582,0.7609688880484449,0.8216611178338883,0.8343458751518816,0.6798933199733298,0.0,0.6389311819465583,0.7645632646844897,0.8936301999999998,0.8425735157426485,0.8236019088199042,0.8331621916581093
0.8442717467184755,0.6637255327451062,0.8358987082050645,0.5691302999999996,0.5962934596293457,0.849256177388426,0.843136884313689,0.6637261176958584,0.6581759316351852,0.8338754750813211,0.7530261123486942,0.8835392767078553,0.936926503153675,0.8193222819322282,0.5631777344766601,0.592092738813911,0.8440347844034786,0.7109330000000004,0.8177178273423259,0.7883177000000005,0.6720046491993029,0.9226859922685988,0.6633969326793859,0.6389311819465583,0.0,0.7763660776366078,0.8899558055022094,0.8990842151373679,0.8566194143380578,0.9307374000000002
0.7906250418749915,0.8015783404735017,0.5996431799821591,0.7444228744422876,0.8314208662841733,0.8902668725667183,0.7818212563642516,0.7064803733799067,0.6944069083220724,0.854145963536491,0.7474179873708992,0.7848637354591205,0.8336597916829898,0.7951743590348719,0.8286494571623639,0.8106904526726135,0.9154247830849565,0.294436729443673,0.7697238115138093,0.8228766822876687,0.7506366124681697,0.8499292699858544,0.7540978262293478,0.7645632646844897,0.7763660776366078,0.0,0.8847596942379843,0.8293685085315745,0.8080613000000003,0.8976112897611288
0.7999384700215351,0.8524348778652313,0.9546720045327995,0.9178482041075902,0.9939520996976049,0.9875410987541096,0.8519013925950701,0.956876017249593,0.8934151840122777,0.8493738849373886,0.9707518029248198,0.8570663785599567,0.8483916151608385,0.8455979922798991,0.9619368961936896,0.9482929948292991,0.9280098964004948,0.9301465034926748,0.921416115716777,0.7766833111658342,0.9543869091226183,0.8205393910269698,0.9146185871927879,0.8936301999999998,0.8899558055022094,0.8847596942379843,0.0,0.8201250359749931,0.7572052364192147,0.8857622057118896
0.7848497968175914,0.8571529928576498,0.9194140161171968,0.8543145218528218,0.9801232009938399,0.9517913000000002,0.6534464173276789,0.8834768582615705,0.8408144920407246,0.8000828000000004,0.9360255127948973,0.7402171870108593,0.8467891306421741,0.8152180092390995,0.9612315000000002,0.9392188000000005,0.9413313029334347,0.8687051196942321,0.8783668364899486,0.7937743309338504,0.9256230223130933,0.8163457091827144,0.8180209909010497,0.8425735157426485,0.8990842151373679,0.8293685085315745,0.8201250359749931,0.0,0.31496457125885746,0.6867561469865775
0.7592457963016811,0.8348709834870984,0.9163762125435682,0.8315403168459682,0.9676243999999999,0.8861451943072592,0.7314421000000003,0.8560507647771557,0.8216559821655983,0.7454435872721797,0.9063501140474827,0.7212863721286377,0.8474981228752815,0.7815129000000001,0.9417937970896895,0.9171755958587798,0.9236769000000001,0.8680257131974284,0.8701341324664665,0.7627230237276984,0.9121024219743946,0.8181835000000004,0.8072388807238879,0.8236019088199042,0.8566194143380578,0.8080613000000003,0.7572052364192147,0.31496457125885746,0.0,0.7189503281049677
0.9141817257454821,0.8136499627299925,0.9011202049439897,0.8704758999999999,0.9928489992849001,0.9434725915208888,0.7042690704269068,0.9702980103956966,0.8114741622948326,0.9468714920307238,0.9609802019509901,0.936117187223438,0.97387540130623,0.7732627773262777,0.942021891303284,0.8689838803475818,0.9284247928424794,0.9169491999999999,0.9015849147622623,0.6980047000000001,0.9422508086623789,0.8114979811497984,0.8539286707857341,0.8331621916581093,0.9307374000000002,0.8976112897611288,0.8857622057118896,0.6867561469865775,0.7189503281049677,0.0
