Sample ID,Alpha Diversity (Shannon Index)
DC081,3.7935164461856576
DC082,3.6044275289105556
DC092,3.6585987439623713
DC093,2.6352493940649238
DC094,3.156991155670073
FB043,2.931556615322785
FB048,2.3889447171408627
FB058,2.221627303208254
FB084,3.257546798831117
FB095,2.790563661055121
FB108,3.2625344516007004
FB113,3.8292616813304683
FB121,2.6940455914900716
FB125,3.1760078520707093
FB145,3.1505167039136808
FB147,3.189927497014942
FB152,3.71270537521096
FB155,3.123049760890294
FB177,2.828847822211618
FB178,3.2379907707176643
FB186,0.5842852106237186
FB188,1.7095131513354649
FB240,3.3389065003212917
FB334,3.0172989000527313
FB363,3.003912726191391
FB374,2.6883452017200833
FB379,1.2375853702893613
FB386,2.967024984513276
FB408,2.5070206761204976
FB445,3.3005676472929393
