Sample ID,Alpha Diversity (Shannon Index)
DC081,3.7935164461856576
DC083,3.6273804649709205
FB018,1.4534282004718957
FB036,2.9989731444242365
FB039,2.578818511373907
FB053,0.6780982129374733
FB057,1.5403784628393407
FB062,0.8220181629482923
FB072,2.9110137325705443
FB077,2.7182189278071793
FB082,3.013540397263029
FB088,3.1803287586177715
FB099,2.6980930470821205
FB106,2.6204478676288
FB143,3.3530367312379576
FB144,3.5213679668345335
FB146,3.747785608538017
FB158,3.2149541723724635
FB161,2.4080423018584285
FB166,2.5014375316413346
FB199,3.4653132635462014
FB206,2.5128295394284774
FB282,2.842859587297159
FB321,3.372268303019418
FB380,3.0213957587895637
FB383,3.7547887263094992
FB386,2.967024984513276
FB402,2.7196245977437687
FB435,2.0029504382210126
FB441,3.891148977624713
