DC081,DC083,FB018,FB036,FB039,FB053,FB057,FB062,FB072,FB077,FB082,FB088,FB099,FB106,FB143,FB144,FB146,FB158,FB161,FB166,FB199,FB206,FB282,FB321,FB380,FB383,FB386,FB402,FB435,FB441
0.0,0.23159182315918203,0.9641771035822898,0.6966683151665842,0.8057513291373007,0.9038581048070947,0.9768063000000001,0.9953818,0.8398391919919596,0.8454372922718646,0.8133171906658594,0.8578591071070446,0.8121210187878981,0.8388157838815785,0.8731768873176885,0.6302509739498056,0.6272729627272956,0.77541141122943,0.8512762851276284,0.8128031187196884,0.7372845656788583,0.922218515556297,0.812038,0.8047094292935855,0.7025253743686566,0.7190508280949175,0.7465307619796148,0.8888684944434246,0.9152527169494566,0.6717497179374293
0.23159182315918203,0.0,0.9721262972126298,0.7720657658098642,0.8289699914484996,0.8885707832856172,0.9713895942779188,0.9982421996484401,0.8474228618557154,0.8589590647397661,0.8289828572457141,0.8571851785777768,0.8373926837392683,0.858325857497757,0.8580597574179272,0.6673291999999997,0.6455869936760978,0.8142572721385911,0.8608812582643774,0.8647791864779186,0.738786713060664,0.9010469999999999,0.8306235661247128,0.8267227913361397,0.7702702114864897,0.7663474766347476,0.7806608232312883,0.8904559726139933,0.9139309999999997,0.7302654786194651
0.9641771035822898,0.9721262972126298,0.0,0.98904720054764,0.954902506764624,1.0,1.0,1.0,0.7684680884234044,0.8579622928981144,0.6558459827922992,0.9158348042082599,0.9970334002966601,0.8732731873273187,0.9589417958941795,0.9953316009336798,0.99058069905807,0.9967092001645401,0.9980683998068399,0.9953954004604599,0.9920784019803994,0.8931498213700358,0.9942553999999998,0.9902348014647798,0.9995832001042,0.9984695001530499,0.9969322995398447,0.9926988996349451,0.99967680006464,0.9951298987824745
0.6966683151665842,0.7720657658098642,0.98904720054764,0.0,0.7731090226890976,0.8359096,0.9987716999385851,1.0,0.9382221938222198,0.94276939427694,0.920891192089119,0.9459272999999999,0.7867003106649847,0.8358542753781414,0.9427196914079535,0.708117643782354,0.8071541710731261,0.8092983000000001,0.9487339923100987,0.7641292117935395,0.9170536165892765,0.9797741030338845,0.7793185889659296,0.8349021165097884,0.6536309692738059,0.7153375142331244,0.7511857502371501,0.9501766950176693,0.9544832068275191,0.7200355160106547
0.8057513291373007,0.8289699914484996,0.954902506764624,0.7731090226890976,0.0,0.9414969058503097,0.9719266014036699,1.0,0.8310884999999999,0.8690192999999998,0.8429241000000001,0.8969830103016987,0.869914219512867,0.8841255942062796,0.8566724928336245,0.7657001585749602,0.7827485891374293,0.7907290209270981,0.8686489934324496,0.8788928181660773,0.7738501678449493,0.9005876248530938,0.8299163085041849,0.7224539555092091,0.8415314475405659,0.8668242199763665,0.7342402734240279,0.8973646999999999,0.8503167374208158,0.8656749731349942
0.9038581048070947,0.8885707832856172,1.0,0.8359096,0.9414969058503097,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9481194025940298,1.0,0.9976175996426399,0.907399913890013,0.948684192302629,0.9536557000000001,1.0,1.0,0.9879480024103995,1.0,0.9210245960512295,0.9640719035928094,0.8838934232213153,0.9497954025102298,0.9933676986735399,0.9930222993022297,0.9939826009026098,0.9812736943821082
0.9768063000000001,0.9713895942779188,1.0,0.9987716999385851,0.9719266014036699,1.0,0.0,1.0,0.9543624931543737,0.9507924926188739,0.9863368979505347,0.8844084942204247,0.9891258999999999,0.9798643959728791,0.8499039699807938,0.9134151086584891,0.8456049691209938,0.959266697963335,0.9509766901953381,0.981258,0.9408699088695134,0.7318889268111073,0.9904253990425401,0.9683080015845998,0.9847392022891196,0.9915791000000002,0.8789883697470929,0.9350728902609334,0.99873940012606,0.9838203943371377
0.9953818,0.9982421996484401,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.99351479902722,1.0,0.9989117999455901,0.9977377000000002,0.9986841997368399,0.99913319982664,0.9622982037701798,0.9471525894305178,0.994943099747155,0.9935323987064797,0.9977399000000001,0.9171866124220082,0.99353240064676,1.0,1.0,0.99874060018891,0.9892183,0.9999293999823501,0.9935323990298599,1.0,0.9901763965617388
0.8398391919919596,0.8474228618557154,0.7684680884234044,0.9382221938222198,0.8310884999999999,1.0,0.9543624931543737,1.0,0.0,0.2568665513733103,0.5390814078162819,0.8494217849421786,0.9585175979258799,0.9360543840135963,0.8151670537917638,0.84085480795726,0.8390600597650152,0.9050771905077186,0.7196578299144576,0.9525376976268846,0.6313666368633365,0.8722510063874496,0.9065212859781931,0.8437554999999997,0.9116343088365693,0.9187403959370198,0.7843262352978708,0.8706807741361549,0.899055305047235,0.8741443496577397
0.8454372922718646,0.8589590647397661,0.8579622928981144,0.94276939427694,0.8690192999999998,1.0,0.9507924926188739,0.99351479902722,0.2568665513733103,0.0,0.6658765331753067,0.8316727831672781,0.9568802978440153,0.9317636829409207,0.8299881574970391,0.8575029071248549,0.8656488664122165,0.9010851901085193,0.7298770324692582,0.9638598981929947,0.6526043347395661,0.8583182070840896,0.9266841890026285,0.8598136999999999,0.9260695073930494,0.9212219960610998,0.7968569390570819,0.8603633720726742,0.9101143044942847,0.8749827499930997
