DC035,DC038,DC045,DC046,DC048,DC049,DC051,DC054,DC080,DC081,DC082,FB041,FB043,FB074,FB076,FB084,FB097,FB112,FB147,FB159,FB170,FB176,FB213,FB221,FB266,FB267,FB302,FB374,FB411,FB435
0.0,0.5927278,0.9682237095328871,0.961216205817569,0.9661990033800999,0.9359354032032299,0.9410555058944496,0.8224113443971635,0.7601060040424016,0.8308484169151581,0.8493273,0.8049182804918278,0.729348913532554,0.9500846049915395,0.9466545026672748,0.8069116289632555,0.9533095093380979,0.9177971123304329,0.8443538766530813,0.9576027957602794,0.7698216690534992,0.8850252942512647,0.877858187785819,0.8359944753991712,0.8001875800187581,0.8250314087484296,0.793260220673978,0.9288733071126694,0.9565752108561973,0.9374936125012772
0.5927278,0.0,0.9049084190183162,0.8391333080433343,0.8703915000000002,0.8344859917242996,0.8378841000000002,0.8124030281395459,0.8712562356281178,0.8130267,0.7965979796597977,0.9141615828323163,0.8160875908043799,0.9106705999999999,0.8746056937302846,0.7795910110204494,0.909861209013879,0.8383332080833396,0.8192177548044387,0.8538192707638543,0.9151630169673964,0.8308797746319659,0.7369203473840695,0.8503081625770408,0.6676327335265467,0.8577957928897896,0.7421057000000001,0.8751453000000003,0.8551306217304069,0.9308959069104095
0.9682237095328871,0.9049084190183162,0.0,0.560747153738496,0.6100580169825944,0.5076739230815188,0.33211450036564966,0.8783228547547153,0.8464201692840336,0.7731994680401594,0.6391411721717658,0.8705959129404086,0.8336843415789142,0.8615583415324978,0.9829322042669488,0.8798255420610598,0.8550797579680965,0.8476182533336115,0.8887471055626447,0.6632117336788266,0.8516087741956128,0.8898782165182667,0.7503475249652474,0.9026644048667796,0.729886727011327,0.8627024343243918,0.824984652504604,0.8575006427498068,0.8136553838550774,0.9395265241893905
0.961216205817569,0.8391333080433343,0.560747153738496,0.0,0.4067898889815164,0.3652909634709038,0.3907187913921814,0.7999671600098516,0.7125221993827697,0.6181546572768011,0.5842931207853438,0.91382419569121,0.8446016155398386,0.8267300259904959,0.99495260050474,0.9089958182008365,0.8721794319551421,0.8917252216549557,0.8563246856324689,0.5786863789343191,0.8096221666322415,0.9138742999999998,0.8625005931250294,0.8497337849733787,0.8367163918358195,0.7974883202511686,0.8198753270187006,0.9414947087757937,0.7862302641309205,0.9622055094486227
0.9661990033800999,0.8703915000000002,0.6100580169825944,0.4067898889815164,0.0,0.4923497253825132,0.5408221459177854,0.7992711501822124,0.7913237165294869,0.7183719281628075,0.6535073999999996,0.96356219635622,0.922441703877915,0.9079906092009393,0.9942460002876999,0.9224608116308785,0.8855068228986356,0.9482123077681542,0.924837288725593,0.6127375612737559,0.8929627321111802,0.9269252963462647,0.8803607880360783,0.9431854914778237,0.8486155848615583,0.897674705116265,0.8918463108153695,0.9436404056359593,0.8598297350425667,0.9715766056846786
0.9359354032032299,0.8344859917242996,0.5076739230815188,0.3652909634709038,0.4923497253825132,0.0,0.3949572302521384,0.7403488519302297,0.7707763968493784,0.6322759183862041,0.48272957413647877,0.9278543891781583,0.7599532,0.7717897114105147,0.9233847000000001,0.8440400155959984,0.8519699222045117,0.824141117585888,0.8127455625491125,0.5066093259913992,0.7967517508120622,0.8511257851125783,0.778411366761705,0.8194312638862528,0.7764952664742901,0.7932960000000004,0.7617234119138293,0.8718603064069845,0.7154721569055684,0.9102853134572029
0.9410555058944496,0.8378841000000002,0.33211450036564966,0.3907187913921814,0.5408221459177854,0.3949572302521384,0.0,0.796045950988512,0.7910667164266864,0.683522031647797,0.5368824999999999,0.9148538914853894,0.8176888091155593,0.807914919208508,0.9729232013538401,0.8515840222623965,0.8425083314983338,0.8739730189040469,0.8461032769154911,0.5505579550557957,0.8216779534966137,0.8647301932365097,0.8032567803256786,0.881883982282597,0.7560327756032776,0.8272383086380846,0.805949119405088,0.8733886126611387,0.7890135527466118,0.9456962108607583
0.8224113443971635,0.8124030281395459,0.8783228547547153,0.7999671600098516,0.7992711501822124,0.7403488519302297,0.796045950988512,0.0,0.7561151390287848,0.7641835589541102,0.8107435283884705,0.8710741064462945,0.6628174674365065,0.8492437376890659,0.9057579188484163,0.836371549088535,0.8870930395174359,0.8883603334919,0.7418940999999999,0.7958857102057141,0.7524375114031197,0.7981769201823076,0.7888031105598445,0.8547229000000002,0.8089019095549046,0.7252417549516491,0.781088954727761,0.8049329487667627,0.7494960002016,0.9286155249845661
0.7601060040424016,0.8712562356281178,0.8464201692840336,0.7125221993827697,0.7913237165294869,0.7707763968493784,0.7910667164266864,0.7561151390287848,0.0,0.27170580868232336,0.5951154975577493,0.8473668084200854,0.6025102211295997,0.8402199360879747,0.9767789895505452,0.8718005551301942,0.832563749769125,0.9003952651383424,0.7653230474599805,0.817050890230534,0.48611049722209965,0.8944090419249728,0.8327622996573798,0.8700505155328352,0.8308650985190594,0.6442051398923136,0.786339414535766,0.906868162747265,0.8000003500000877,0.9420443826133148
0.8308484169151581,0.8130267,0.7731994680401594,0.6181546572768011,0.7183719281628075,0.6322759183862041,0.683522031647797,0.7641835589541102,0.27170580868232336,0.0,0.44119910000000007,0.8426699842669987,0.6509385174530737,0.804450919554908,0.9312432034378397,0.8291813256228009,0.8399283320143335,0.8592859211071115,0.7594357639153644,0.7284635728463574,0.6115453165364046,0.8439967921998393,0.7779041777904178,0.8890909833636477,0.7751357775135777,0.6794581160270944,0.722083627791637,0.895586110441389,0.8376714405821398,0.9152527169494566
0.8493273,0.7965979796597977,0.6391411721717658,0.5842931207853438,0.6535073999999996,0.48272957413647877,0.5368824999999999,0.8107435283884705,0.5951154975577493,0.44119910000000007,0.0,0.8999350799870162,0.7761351888067592,0.8006152,0.8569218928460949,0.8356579082171047,0.8758939124106087,0.8599164070041794,0.8235579558894887,0.6594092318818464,0.7538187492362498,0.8342306751346007,0.774462754892551,0.955059888764972,0.7660008532001704,0.8076412903820643,0.7526431999999997,0.8885336000000004,0.9012915148062729,0.903001509699849
0.8049182804918278,0.9141615828323163,0.8705959129404086,0.91382419569121,0.96356219635622,0.9278543891781583,0.9148538914853894,0.8710741064462945,0.8473668084200854,0.8426699842669987,0.8999350799870162,0.0,0.7848870677330602,0.9398439939843997,0.9730259959538993,0.7412810870640545,0.9267816999999999,0.8128279906413997,0.7723914203369971,0.9087711726313521,0.7965727203427277,0.8729822682455673,0.7858566357569907,0.8301465405512893,0.7914982374494712,0.7921075688161352,0.8275026827502681,0.8847898884789882,0.95627960218602,0.9504344000000005
0.729348913532554,0.8160875908043799,0.8336843415789142,0.8446016155398386,0.922441703877915,0.7599532,0.8176888091155593,0.6628174674365065,0.6025102211295997,0.6509385174530737,0.7761351888067592,0.7848870677330602,0.0,0.8366126081693693,0.9116026000000002,0.7966602203339784,0.8289192256621165,0.8861000113899989,0.7083439416687882,0.8754045813106869,0.5099126225218441,0.8502735850273585,0.7863082679462402,0.7437841487568296,0.7785260667789097,0.5741064000000001,0.7355131132243441,0.8387730080613496,0.6614239677152064,0.9231258115311282
0.9500846049915395,0.9106705999999999,0.8615583415324978,0.8267300259904959,0.9079906092009393,0.7717897114105147,0.807914919208508,0.8492437376890659,0.8402199360879747,0.804450919554908,0.8006152,0.9398439939843997,0.8366126081693693,0.0,0.9570354021482299,0.8282990257551464,0.8784821243035749,0.8499795225030716,0.7564789634718445,0.8519848851984887,0.8202815539155338,0.6944697847234894,0.8454287845428787,0.7698033654705047,0.8095447809544785,0.7408832129558395,0.7196363280363675,0.9248727075127293,0.7871742532064366,0.8853464229307155
